Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Season,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Body,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,num_image_ratings,Classification
7,2,36,93,1,38,39,3,6,2,8,18,3,0,3,6,2,1,4,SHEIN V-neck Drop Shoulder Crop Tee,5.99,1,1,4,4,1115,1
7,2,11,93,1,38,39,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN V-neck Drop Shoulder Crop Tee,5.99,1,1,4,4,1115,1
7,2,5,93,1,38,39,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Drop Shoulder Crop Tee,5.99,1,1,4,4,1115,1
7,2,51,93,1,38,39,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN V-neck Drop Shoulder Crop Tee,5.99,1,1,4,4,1115,1
9,2,48,93,1,38,39,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN V-neck Drop Shoulder Crop Tee,7.99,1,1,4,4,1115,1
7,2,23,93,1,38,39,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Drop Shoulder Crop Tee,5.99,1,1,4,4,1115,1
4,8,5,93,1,10,28,3,13,2,8,20,1,0,3,6,2,1,4,SHEIN Satin Self-Tie Backless Bandana Top,4.0,1,1,0,4,23,0
4,8,10,93,1,10,28,3,13,2,8,20,1,0,3,6,2,1,4,SHEIN Draped Front Tied Open Back Satin Bandana Top,4.0,1,1,0,4,23,0
4,8,20,93,1,10,28,3,13,2,8,20,1,0,3,6,2,1,4,SHEIN Draped Front Tied Open Back Satin Bandana Top,4.0,1,1,0,4,23,0
4,8,7,93,1,10,28,3,13,2,8,20,1,0,3,6,2,1,4,SHEIN Draped Front Tied Open Back Satin Bandana Top,4.0,1,1,0,4,21,0
10,5,5,93,5,19,24,3,13,2,7,18,3,0,3,4,2,1,4,Button Front Flare-leg Solid Pants,9.0,1,1,4,4,14,0
12,2,10,78,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Car And Letter Graphic Boyfriend Tee,9.99,1,1,4,4,2474,1
12,2,51,78,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Car And Letter Graphic Boyfriend Tee,9.99,1,1,4,4,2474,1
12,2,5,14,9,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Slogan & Car Print Dop Shoulder Oversized Tee,9.99,1,1,4,4,2474,1
12,2,0,78,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Car And Letter Graphic Oversized Tee,9.99,1,1,4,4,2474,1
12,2,21,78,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Car And Letter Graphic Boyfriend Tee,9.99,1,1,4,4,2474,1
12,2,52,78,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Car And Letter Graphic Oversized Tee,9.99,1,1,4,4,2474,1
24,2,5,93,1,38,24,3,13,2,4,18,0,0,3,6,2,1,4,Marled Knit Sweatshirt & Drawstring Waist Joggers Set,20.0,1,1,4,4,160,0
24,2,21,93,1,38,24,3,13,2,4,18,0,0,3,6,2,1,4,Marled Knit Sweatshirt & Drawstring Waist Pants Set,20.0,1,1,4,4,160,0
24,2,40,93,1,38,24,3,13,2,4,18,0,0,3,6,2,1,4,Marled Knit Sweatshirt & Drawstring Waist Pants Set,20.0,1,1,4,4,160,0
24,2,22,93,1,38,24,3,13,2,4,18,0,0,3,6,2,1,4,Marled Knit Sweatshirt & Drawstring Waist Pants Set,20.0,1,1,4,4,160,0
15,2,25,93,5,38,24,3,13,2,0,4,3,0,3,4,2,1,4,Elastic Waist Solid Sweatpants,13.0,1,1,4,4,28,0
15,2,5,93,5,38,24,3,13,2,0,4,3,0,3,4,2,1,4,Elastic Waist Solid Sweatpants,13.0,1,1,4,4,28,0
15,2,23,93,5,38,24,3,13,2,0,4,3,0,3,4,2,1,4,Elastic Waist Solid Sweatpants,13.0,1,1,4,4,28,0
8,9,5,93,2,39,24,3,13,2,7,3,3,0,3,6,2,1,4,SHEIN Lettuce Edge Solid Leggings,7.0,1,1,4,4,21,0
8,2,16,93,5,39,24,3,13,2,0,3,3,0,3,6,2,1,4,SHEIN Lettuce Edge Solid Leggings,7.0,1,1,4,4,21,0
10,2,16,93,1,38,24,3,13,2,6,18,3,0,5,6,2,1,4,Drawstring Ruched Slim Tee,8.99,1,1,4,4,415,0
10,2,9,93,1,38,24,3,13,2,6,18,3,0,5,6,2,1,4,Drawstring Ruched Slim Tee,8.99,1,1,4,4,415,0
10,2,0,93,1,38,24,3,13,2,6,18,3,0,5,6,2,1,4,Drawstring Ruched Slim Tee,8.99,1,1,4,4,415,0
10,2,18,93,1,38,24,3,13,2,6,18,3,0,5,6,2,1,4,Drawstring Ruched Slim Tee,8.99,1,1,4,4,415,0
10,2,5,93,1,38,24,3,13,2,6,18,3,0,5,6,2,1,4,Drawstring Ruched Slim Tee,8.99,1,1,4,4,415,0
19,2,23,1,5,38,24,3,13,2,0,18,1,0,0,4,2,1,4,Butterfly Print Elastic Waist Sweatpants,16.0,1,1,4,4,23,0
19,2,22,1,5,38,24,3,13,2,0,18,1,0,0,4,2,1,4,Butterfly Print Elastic Waist Sweatpants,16.0,1,1,4,4,23,0
19,2,5,1,5,38,24,3,13,2,0,18,1,0,0,4,2,1,4,Butterfly Print Elastic Waist Sweatpants,16.0,1,1,4,4,23,0
19,2,19,1,5,38,24,3,13,2,0,18,1,0,0,4,2,1,4,Butterfly Print Elastic Waist Sweatpants,16.0,1,1,4,4,23,0
19,2,9,1,5,38,24,3,13,2,0,18,1,0,0,4,2,1,4,Butterfly Print Elastic Waist Sweatpants,16.0,1,1,4,4,23,0
19,2,34,1,5,38,24,3,13,2,0,18,1,0,0,4,2,1,4,Butterfly Print Elastic Waist Sweatpants,16.0,1,1,4,4,23,0
21,2,22,93,5,47,24,3,13,2,2,2,1,0,3,6,2,1,4,SHEIN Corduroy High Waisted Wide-Leg Pants,18.0,1,1,4,4,15,0
24,2,20,91,1,13,39,3,6,2,4,0,3,0,3,6,2,1,4,Plaid Drop Shoulder Crop Cardigan Without Knit Top,20.0,1,1,4,4,5,0
23,2,34,93,9,38,39,3,6,2,2,18,0,0,1,6,2,1,4,Cable Knit V-neck Oversized Sweater,19.0,1,1,4,4,1675,1
23,2,22,93,9,38,39,3,6,2,2,18,0,0,1,6,2,1,4,Cable Knit V-neck Oversized Sweater,19.0,1,1,4,4,1675,1
23,2,53,93,9,38,39,3,6,2,2,18,0,0,1,6,2,1,4,Cable Knit V-neck Oversized Sweater,19.0,1,1,4,4,1675,1
23,2,53,93,9,38,39,3,6,2,2,18,0,0,1,6,2,1,4,Cable Knit V-neck Oversized Sweater,19.0,1,1,4,4,1675,1
20,2,4,93,9,38,39,3,6,2,2,18,0,0,1,6,2,1,4,Cable Knit V-neck Oversized Sweater,17.0,1,1,4,4,1675,1
23,2,30,93,9,38,39,3,6,2,2,18,0,0,1,6,2,1,4,Cable Knit V-neck Oversized Sweater,19.0,1,1,4,4,1675,1
4,2,13,93,1,38,39,0,13,2,8,3,3,0,5,6,2,1,4,SHEIN V-Neck Rib-knit Top,3.99,1,1,4,4,32,0
4,2,42,93,1,38,39,0,13,2,8,3,3,0,5,6,2,1,4,SHEIN V-Neck Rib-knit Top,3.99,1,1,4,4,32,0
6,2,51,93,1,38,39,0,13,2,8,3,3,0,5,6,2,1,4,SHEIN V-Neck Rib-knit Top,4.99,1,1,4,4,32,0
6,5,12,93,1,38,32,3,7,2,4,3,3,0,5,6,2,1,4,SHEIN Lettuce Trim Flounce Sleeve Tee,4.99,1,1,4,4,2290,1
6,2,5,93,1,38,32,3,7,2,6,3,3,0,5,6,2,1,4,SHEIN Lettuce Trim Flounce Sleeve Tee,4.99,1,1,4,4,2290,1
6,5,10,93,1,38,32,3,7,2,4,3,3,0,5,6,2,1,4,SHEIN Lettuce Trim Flounce Sleeve Tee,4.99,1,1,4,4,2290,1
6,5,51,93,1,38,32,3,7,2,4,3,3,0,5,6,2,1,4,SHEIN Lettuce Trim Flounce Sleeve Tee,4.99,1,1,4,4,2290,1
6,5,18,93,1,38,32,3,7,2,4,3,3,0,5,6,2,1,4,SHEIN Lettuce Trim Flounce Sleeve Tee,4.99,1,1,4,4,2290,1
6,5,16,93,1,38,32,3,7,2,4,3,3,0,5,6,2,1,4,SHEIN Lettuce Trim Flounce Sleeve Tee,4.99,1,1,4,4,2290,1
4,2,36,33,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lettuce Edge Daisy Floral Cami Top,4.0,1,1,4,4,9,0
10,2,51,93,9,38,15,3,6,2,2,18,1,0,3,6,2,1,4,Kangaroo Pocket Thermal Lined Hoodie,8.99,1,1,4,4,1299,1
10,2,14,93,9,38,15,3,6,2,2,18,2,0,3,6,2,1,4,Kangaroo Pocket Thermal Lined Hoodie,8.99,1,1,4,4,1299,1
10,2,11,93,9,38,15,3,6,2,2,18,3,0,3,6,2,1,4,Kangaroo Pocket Thermal Lined Hoodie,8.99,1,1,4,4,1299,1
10,2,21,93,9,38,15,3,6,2,2,18,3,0,3,6,2,1,4,Kangaroo Pocket Thermal Lined Hoodie,8.99,1,1,4,4,1299,1
10,2,50,93,9,38,15,3,6,2,2,18,3,0,3,6,2,1,4,Kangaroo Pocket Thermal Lined Hoodie,8.99,1,1,4,4,1299,1
12,1,42,33,10,10,28,7,13,2,8,18,1,0,3,6,2,1,4,SHEIN Ditsy Floral Print Twist Front Knotted Cami Dress,10.0,1,1,1,4,775,1
12,1,53,33,10,10,28,7,13,2,8,18,1,0,3,6,2,1,4,SHEIN Ditsy Floral Print Twist Front Knotted Cami Dress,10.0,1,1,1,4,775,1
12,1,20,33,10,10,28,7,13,2,8,18,1,0,3,6,2,1,4,SHEIN Ditsy Floral Print Twist Front Knotted Cami Dress,10.0,1,1,1,4,775,1
12,1,19,33,10,10,28,7,13,2,8,18,1,0,3,6,2,1,4,SHEIN Ditsy Floral Print Twist Front Knotted Cami Dress,10.0,1,1,1,4,775,1
12,1,5,33,10,10,28,7,13,2,8,18,1,0,3,6,2,1,4,SHEIN Ditsy Floral Print Twist Front Knotted Cami Dress,10.0,1,1,1,4,775,1
15,2,9,69,9,38,24,3,6,2,4,3,1,0,3,6,2,1,4,Letter Graphic Sweatshirt,12.99,1,1,4,4,1093,1
12,2,5,69,9,38,24,3,6,2,4,3,1,0,3,6,2,1,4,Drop Shoulder Letter Graphic Sweatshirt,10.0,1,1,4,4,1093,1
15,2,15,69,9,38,24,3,6,2,4,3,1,0,3,6,2,1,4,Drop Shoulder Letter Graphic Pullover,12.99,1,1,4,4,1093,1
15,2,20,69,9,38,24,3,6,2,4,3,1,0,3,6,2,1,4,Drop Shoulder Letter Graphic Pullover,12.99,1,1,4,4,1093,1
15,2,15,69,9,38,24,3,6,2,4,3,1,0,3,6,2,1,4,Letter Graphic Sweatshirt,12.99,1,1,4,4,1093,1
7,2,51,93,1,52,5,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Collared Buttoned Half Placket Tank Top,6.0,1,1,4,4,3,0
23,2,5,93,5,48,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Flap Pocket Whip Stitch Cargo Jeans,19.0,1,1,4,4,774,1
21,2,33,93,5,48,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Flap Pocket Whip Stitch Cargo Jeans,18.0,1,1,4,4,774,1
21,2,1,93,5,48,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Flap Pocket Whip Stitch Cargo Jeans,18.0,1,1,4,4,774,1
21,2,42,93,5,48,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Flap Pocket Whip Stitch Cargo Jeans,18.0,1,1,4,4,774,1
13,2,34,69,9,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Drop Shoulder Letter Embroidery Thermal Pullover,11.0,1,1,4,4,109,0
15,2,51,69,9,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Drop Shoulder Letter Embroidery Pullover,12.99,1,1,4,4,109,0
13,2,10,69,9,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Drop Shoulder Letter Embroidery Thermal Pullover,11.0,1,1,4,4,109,0
13,2,9,69,9,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Drop Shoulder Letter Embroidery Thermal Pullover,11.0,1,1,4,4,109,0
13,2,39,69,9,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Drop Shoulder Letter Embroidery Thermal Pullover,11.0,1,1,4,4,109,0
4,2,25,93,1,38,26,5,13,2,8,18,3,0,5,6,2,1,4,SHEIN Ruched Bust Crop Tee,3.99,1,1,4,4,5,0
4,2,51,93,1,38,26,5,13,2,8,18,3,0,5,6,2,1,4,SHEIN Ruched Bust Crop Tee,3.99,1,1,4,4,5,0
4,2,18,93,1,38,26,5,13,2,8,18,3,0,5,6,2,1,4,SHEIN Ruched Bust Crop Tee,3.99,1,1,4,4,5,0
4,2,5,93,1,38,26,0,13,2,8,18,3,0,5,6,2,1,4,SHEIN Ruched Bust Crop Tee,3.99,1,1,4,4,5,0
24,2,29,93,5,63,24,3,13,2,4,5,1,0,0,6,2,1,4,High Waist Ripped Wide Leg Jeans,20.0,1,1,4,4,16,0
6,2,5,93,9,38,35,7,13,2,8,25,0,0,5,6,2,1,4,SHEIN Solid Ribbed Knit Top,5.49,1,1,4,4,21,0
11,2,51,93,9,38,35,7,13,2,8,25,0,0,5,6,2,1,4,SHEIN Solid Ribbed Knit Top,9.49,1,1,4,4,21,0
6,2,52,93,9,38,35,7,13,2,8,25,0,0,5,6,2,1,4,SHEIN Solid Ribbed Knit Top,5.0,1,1,4,4,21,0
6,2,18,93,9,38,35,7,13,2,8,25,0,0,5,6,2,1,4,SHEIN Solid Ribbed Knit Top,5.0,1,1,4,4,21,0
6,2,0,93,9,38,35,7,13,2,8,25,0,0,5,6,2,1,4,SHEIN Solid Ribbed Knit Top,5.49,1,1,4,4,21,0
6,2,53,93,9,38,35,7,13,2,8,25,0,0,5,6,2,1,4,SHEIN Solid Ribbed Knit Top,5.0,1,1,4,4,21,0
12,2,13,93,9,38,24,3,6,2,4,3,3,0,3,6,2,1,4,SHEIN Drop Shoulder Solid Pullover,9.99,1,1,4,4,3280,1
12,2,5,93,9,38,24,3,6,2,4,3,3,0,3,6,2,1,4,SHEIN Drop Shoulder Solid Pullover,9.99,1,1,4,4,3280,1
12,2,20,93,9,38,24,3,6,2,4,3,3,0,3,6,2,1,4,SHEIN Drop Shoulder Solid Pullover,9.99,1,1,4,4,3280,1
15,2,47,93,9,38,24,3,6,2,4,3,3,0,3,6,2,1,4,SHEIN Drop Shoulder Solid Sweatshirt,12.99,1,1,4,4,3280,1
12,2,51,93,9,38,24,3,6,2,4,3,3,0,3,6,2,1,4,SHEIN Drop Shoulder Solid Sweatshirt,9.99,1,1,4,4,3280,1
10,2,23,93,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Drop Shoulder Solid Sweatshirt,8.99,1,1,4,4,3280,1
9,5,5,93,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,1,4,4,1257,1
9,5,4,93,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,1,4,4,1269,1
9,5,51,93,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,1,4,4,1269,1
9,5,30,93,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,1,4,4,1269,1
9,5,31,93,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,1,4,4,1269,1
9,5,21,93,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,Mock Neck Cut-out Rib-knit Slim Crop Tee,7.99,1,1,4,4,1269,1
4,2,6,92,1,38,32,3,13,2,6,3,3,0,5,6,2,1,4,SHEIN Mock Neck Lettuce Trim Colorblock Checked Tee,3.99,1,1,4,4,207,0
4,2,32,92,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Mock Neck Lettuce Trim Colorblock Checked Tee,3.99,1,1,4,4,207,0
3,2,32,92,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Mock Neck Lettuce Trim Colorblock Checked Tee,2.99,1,1,4,4,207,0
24,2,12,93,1,38,26,7,13,2,6,18,3,0,3,6,2,1,4,Scoop Neck tank Top & Drawstring Waist Sweatpants,20.0,1,1,4,1,874,1
21,2,51,93,1,38,26,7,13,2,6,18,3,0,3,6,2,1,4,SHEIN X WEJDENE Scoop Neck Crop Tank Top & Drawstring Waist Sweatpants,18.0,1,1,4,1,874,1
24,2,5,93,1,38,26,7,13,2,6,18,3,0,3,6,2,1,4,Scoop Neck Crop Tank Top & Drawstring Waist Sweatpants,20.0,1,1,4,1,874,1
24,2,34,93,1,38,26,7,13,2,6,18,3,0,3,6,2,1,4,Scoop Neck Crop Tank Top & Drawstring Waist Sweatpants,20.0,1,1,4,1,874,1
24,2,21,93,1,38,26,7,13,2,6,18,3,0,3,6,2,1,4,Scoop Neck Crop Tank Top & Drawstring Waist Sweatpants,20.0,1,1,4,1,874,1
24,2,3,93,1,38,26,7,13,2,6,18,3,0,3,6,2,1,4,Scoop Neck Crop Tank Top & Drawstring Waist Sweatpants,20.0,1,1,4,1,874,1
24,2,12,73,9,38,15,3,6,2,4,18,3,0,3,6,2,1,4,Colorblock Moon And Sun Print Kangaroo Pocket Hoodie,19.99,1,1,4,4,45,0
24,2,34,73,9,38,15,3,6,2,4,18,3,0,3,6,2,1,4,Colorblock Moon And Sun Print Kangaroo Pocket Hoodie,19.99,1,1,4,4,37,0
24,2,2,73,9,38,15,3,6,2,4,18,3,0,3,6,2,1,4,Colorblock Moon And Sun Print Kangaroo Pocket Hoodie,19.99,1,1,4,4,45,0
24,2,52,73,9,38,15,3,6,2,3,18,3,0,3,6,2,1,4,Colorblock Moon And Sun Print Kangaroo Pocket Hoodie,19.99,1,1,4,4,45,0
10,2,32,109,1,38,28,7,13,2,8,18,3,0,3,6,2,1,3,SHEIN Crop Cami Top & Tartan Flared Hem Skirt Set,9.0,1,1,4,1,19,0
21,2,11,93,5,19,24,3,13,2,2,2,1,0,0,6,2,1,4,SHEIN Flare Leg Cord Pants,18.0,1,1,4,4,9,0
12,2,51,71,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Butterfly And Letter Graphic Oversized Tee,9.99,1,1,4,4,2045,1
12,2,5,71,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Butterfly & Letter Graphic Oversized Tee,9.99,1,1,4,4,2045,1
12,2,51,71,9,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Letter & Butterfly Print Oversized Tee,9.99,1,1,4,4,2045,1
12,2,51,71,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Butterfly And Letter Graphic Oversized Tee,9.99,1,1,4,4,2045,1
12,2,5,71,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Butterfly And Letter Graphic Oversized Tee,9.99,1,1,4,4,2045,1
12,2,51,71,5,38,24,2,6,2,8,18,3,0,1,6,2,1,4,Butterfly And Letter Graphic Oversized Tee,9.99,1,1,4,4,2045,1
9,1,36,96,10,10,28,7,13,2,8,18,1,0,3,6,4,1,4,SHEIN Allover Plants Flared Hem Dress,8.0,1,1,1,4,18,0
9,1,43,96,10,10,28,7,13,2,8,18,1,0,3,6,4,1,4,SHEIN Allover Plants Flared Hem Dress,8.0,1,1,1,4,18,0
9,1,19,96,10,10,28,7,13,2,8,18,1,0,3,6,4,1,4,SHEIN Allover Plants Flared Hem Dress,8.0,1,1,1,4,18,0
9,1,5,96,10,10,28,7,13,2,8,18,1,0,3,6,4,1,4,SHEIN Allover Plants Flared Hem Dress,8.0,1,1,1,4,18,0
6,2,25,93,1,38,30,3,13,2,6,18,0,0,5,6,2,1,4,SHEIN Scoop Neck Ruched Bust Crop Tee,4.99,1,1,4,4,5490,1
6,2,0,93,1,38,26,3,13,2,6,18,0,0,5,6,2,1,4,SHEIN Ruched Long Sleeve Cropped Tee,4.99,1,1,4,4,5490,1
6,2,51,93,1,38,26,3,13,2,6,18,0,0,5,6,2,1,4,SHEIN Ruched Bust Crop Tee,4.99,1,1,4,4,5490,1
6,8,37,93,1,38,30,3,13,2,6,18,0,0,5,6,2,1,4,SHEIN Ruched Bust Rib-knit Crop Tee,4.99,1,1,4,4,5490,1
6,2,39,93,1,38,26,3,13,2,6,18,0,0,5,6,2,1,4,SHEIN Ruched Bust Rib-knit Crop Tee,4.99,1,1,4,4,5490,1
6,2,5,93,1,38,30,3,13,2,6,18,0,0,5,6,2,1,4,SHEIN Ruched Bust Crop Tee,4.99,1,1,4,4,5490,1
15,2,4,71,9,38,24,3,6,2,3,18,3,0,3,6,2,1,4,Drop Shoulder Japanese Letter Graphic Thermal Pullover,12.99,1,1,4,4,9,0
24,2,5,93,5,47,24,3,13,2,4,5,1,0,3,6,2,1,4,Asymmetrical Waist Straight Leg Jeans,20.0,1,1,4,4,5,0
7,1,51,33,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lace Trim Ditsy Floral Cami Top,6.0,1,1,4,4,12,0
13,2,20,53,1,38,39,7,13,2,4,25,0,0,3,6,2,1,4,Argyle Pattern Sweater Vest,11.0,1,1,4,4,6,0
13,2,32,53,1,38,39,7,13,2,4,25,0,0,3,6,2,1,4,Argyle Pattern Sweater Vest,11.0,1,1,4,4,6,0
13,2,0,53,1,38,39,7,13,2,4,25,0,0,3,6,2,1,4,Argyle Pattern Sweater Vest,11.0,1,1,4,4,6,0
13,2,8,53,1,38,39,7,13,2,4,25,0,0,3,6,2,1,4,Argyle Pattern Sweater Vest,11.0,1,1,4,4,6,0
13,2,53,53,1,38,39,7,13,2,4,25,0,0,3,6,2,1,4,Argyle Pattern Sweater Vest,11.0,1,1,4,4,6,0
13,2,8,53,1,38,39,7,13,2,4,25,0,0,3,6,2,1,4,Argyle Pattern Sweater Vest,11.0,1,1,4,4,6,0
14,7,51,93,8,36,24,3,13,2,8,18,1,0,3,6,2,1,4,SHEIN Zip Side Pleated Skirt,12.0,1,1,4,4,52,0
14,7,5,93,8,36,24,3,13,2,8,18,1,0,3,6,2,1,4,SHEIN Zip Side Pleated Skirt,12.0,1,1,4,4,52,0
21,2,34,73,9,38,5,3,6,2,4,3,1,0,1,6,2,1,4,SHEIN Contrast Collar Letter Graphic Pullover,17.99,1,1,4,4,1112,1
21,2,5,73,9,38,5,3,6,2,4,3,1,0,1,6,2,1,4,SHEIN Contrast Collar Letter Graphic Pullover,17.99,1,1,4,4,1112,1
21,2,23,73,9,38,5,3,6,2,4,3,1,0,1,6,2,1,4,SHEIN Contrast Collar Letter Graphic Pullover,17.99,1,1,4,4,1112,1
21,2,31,73,9,38,5,3,6,2,4,3,1,0,1,6,2,1,4,SHEIN Contrast Collar Letter Graphic Pullover,17.99,1,1,4,4,1112,1
7,2,6,86,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,Mock Neck Marble Print Tie Side Tee,5.99,1,1,4,4,119,0
7,2,32,0,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,Mock Neck Tie Side Crop Tee,5.99,1,1,4,4,119,0
17,7,32,109,9,40,5,3,6,1,4,18,1,0,3,6,2,1,4,Drop Shoulder Tartan Blouse,14.0,1,1,4,4,330,0
18,7,32,109,9,40,5,3,6,1,4,18,1,0,3,6,2,1,4,Drop Shoulder Tartan Print Blouse,15.0,1,1,4,4,330,0
17,7,32,109,9,40,5,3,6,1,4,18,1,0,3,6,2,1,4,Drop Shoulder Tartan Print Blouse,14.0,1,1,4,4,330,0
9,7,32,109,9,40,5,3,6,1,4,18,1,0,3,6,2,1,4,Drop Shoulder Tartan Blouse,8.0,1,1,4,4,330,0
18,7,32,109,9,40,5,3,6,1,4,18,1,0,3,6,2,1,4,Drop Shoulder Tartan Blouse,15.0,1,1,4,4,330,0
15,2,36,85,9,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Tropical & Letter Graphic Drop Shoulder Thermal Sweatshirt,12.99,1,1,4,4,174,0
15,2,39,85,9,38,24,3,6,2,2,18,3,0,3,6,2,1,4,Tropical & Letter Graphic Drop Shoulder Thermal Sweatshirt,12.99,1,1,4,4,174,0
15,2,37,85,9,38,24,3,6,2,3,18,3,0,3,6,2,1,4,Tropical & Letter Graphic Drop Shoulder Thermal Sweatshirt,12.99,1,1,4,4,174,0
15,2,21,85,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,Tropical & Letter Graphic Drop Shoulder Thermal Sweatshirt,12.99,1,1,4,4,174,0
4,2,0,93,1,38,39,5,13,1,8,3,3,0,5,6,2,1,4,SHEIN Button Up Rib-knit Crop Top,3.99,1,1,4,4,7925,1
4,2,2,93,1,38,39,5,13,1,8,3,3,0,5,6,2,1,4,SHEIN Button Up Rib-knit Crop Top,3.99,1,1,4,4,7925,1
4,2,51,93,1,38,39,5,13,1,8,3,3,0,5,6,2,1,4,SHEIN Lettuce Edge Button Front Rib-knit Top,3.99,1,1,4,4,7925,1
4,2,5,93,1,38,39,5,13,1,8,3,3,0,5,6,2,1,4,SHEIN Button Front Lettuce Trim Crop Top,3.99,1,1,4,4,7925,1
4,2,14,93,1,38,39,5,13,1,8,3,3,0,5,6,2,1,4,SHEIN Lettuce Edge Button Front Rib-knit Top,3.99,1,1,4,4,7925,1
4,2,25,93,1,38,39,5,13,1,8,3,3,0,5,6,2,1,4,SHEIN Button Up Lettuce Edge Top,3.99,1,1,4,4,7925,1
30,2,22,93,1,38,24,3,6,2,4,18,1,0,3,6,2,1,4,SHEIN Mock Neck Solid Crop Pullover & Joggers Set,25.0,1,1,4,4,84,0
24,2,51,93,5,47,24,3,13,2,4,5,1,0,3,6,4,1,4,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,20.0,1,1,4,4,703,1
24,2,24,93,5,47,24,3,13,2,4,5,1,0,3,6,4,1,4,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,20.0,1,1,4,4,703,1
25,2,29,93,5,47,24,3,13,2,4,5,1,0,3,6,4,1,4,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,21.0,1,1,4,4,703,1
24,2,29,93,5,47,24,3,13,2,4,5,1,0,3,6,4,1,4,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,20.0,1,1,4,4,703,1
26,2,5,93,5,47,24,3,13,2,4,5,1,0,3,6,4,1,4,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,22.0,1,1,4,4,703,1
25,2,16,93,5,47,24,3,13,2,4,5,1,0,3,6,4,1,4,High Waist Slant Pocket Straight Jeans,21.0,1,1,4,4,703,1
9,8,39,93,1,38,38,3,13,1,6,3,3,0,5,6,2,1,4,SHEIN Ribbed Self-Tie Long Sleeve Crop Top,8.0,1,1,4,4,467,1
9,8,5,93,1,38,38,3,13,1,6,3,3,0,5,6,2,1,4,SHEIN Ribbed Self-Tie Long Sleeve Crop Top,8.0,1,1,4,4,467,1
9,8,12,93,1,38,39,3,13,1,6,3,3,0,5,6,2,1,4,SHEIN Tie Front Lettuce Trim Rib-knit Top,8.0,1,1,4,4,467,1
9,8,22,93,1,38,38,3,13,1,6,3,3,0,5,6,2,1,4,SHEIN Ribbed Self-Tie Long Sleeve Crop Top,8.0,1,1,4,4,467,1
6,2,1,110,1,52,24,3,13,2,8,19,3,0,5,6,2,1,4,SHEIN Tie Dye Tank Top,5.0,1,1,4,4,10,0
