,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Belt,Hem Shaped,Top Type,Arabian Clothing,Placket
156,swsweatsh44201116315,V-neck Letter Embroidery Drop Shoulder Sweatshirt,10.0,294,2,0,2,1,5,0,9,2,278,50,12,Casual,Navy Blue,"Letter, Heart",Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
157,swsweatsh44200924868,V-neck Letter Embroidery Drop Shoulder Sweatshirt,5.99,294,2,0,2,1,5,0,9,2,278,50,7,Casual,Beige,"Letter, Heart",Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
158,swsweatsh44201116750,V-neck Letter Embroidery Drop Shoulder Sweatshirt,5.76,294,2,0,2,1,5,0,9,2,278,50,7,Casual,Khaki,"Letter, Heart",Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
159,swsweatsh44201116659,V-neck Letter Embroidery Drop Shoulder Sweatshirt,9.99,294,2,0,2,1,5,0,9,2,278,50,12,Casual,Brown,"Letter, Heart",Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
160,swtwop07201104046,SHEIN Pocket Patched Rib-knit Top & Button Front Skirt Set,12.0,8,0,0,0,0,0,0,0,0,2,3,14,Casual,Baby Blue,Plain,,,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Rib-Knit, Button Front",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Skirt,,,Blouse,,
161,swtee07201121791,SHEIN Cowl Neck Fitted Solid Tee,4.0,5653,52,14,71,21,168,44,211,66,5152,1858,4,Elegant,Khaki,Plain,Regular,,Cowl Neck,Long Sleeve,,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
162,swtee07201121786,SHEIN Cowl Neck Fitted Solid Tee,2.99,5653,52,14,71,21,168,44,211,66,5152,1858,3,Casual,Dark Grey,Plain,Regular,,Cowl Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
163,swdress04201104169,Plaid Pattern Button Front Dress,16.0,247,0,0,2,0,11,1,0,0,217,46,19,Elegant,Navy Blue,Plaid,Short,Shirt,Collar,Long Sleeve,Bishop Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
164,swdress04201201961,Plaid Pattern Button Front Dress,16.0,247,0,0,2,0,11,1,17,2,217,46,19,Elegant,Dark Grey,Plaid,Short,Shirt,Collar,Long Sleeve,Bishop Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
165,swdress04201201774,Plaid Pattern Button Front Dress,15.0,247,0,0,2,0,11,1,17,2,217,46,18,Elegant,Navy Blue,Plaid,Short,Shirt,Collar,Long Sleeve,Bishop Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
166,swdress04201201250,Plaid Pattern Button Front Dress,17.0,247,0,0,2,0,11,1,17,2,217,46,20,Casual,Multicolor,Plaid,Short,Shirt,Collar,Long Sleeve,Bishop Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
167,swdress04201201223,Plaid Pattern Button Front Dress,15.0,247,0,0,2,0,11,1,0,0,217,46,18,Elegant,Black,Plaid,Short,Shirt,Collar,Long Sleeve,Bishop Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
168,swdress04201201352,Plaid Pattern Button Front Dress,16.0,247,0,0,2,0,11,1,17,2,217,46,19,Casual,Red and White,Plaid,Short,Shirt,Collar,Long Sleeve,Bishop Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
169,swtwop07201104922,SHEIN Glitter Crop Tee & Flare Leg Pants Set,9.0,3,0,0,0,0,0,0,0,0,3,0,10,Glamorous,Black,Plain,,,Round Neck,Long Sleeve,Regular Sleeve,,Button,All,"6% Spandex, 58% Polyester, 36% Lurex",Glitter,Slight Stretch,No,Regular Fit,,,,,,,Pants,,,Tee,,
170,swtee07201008774,SHEIN One Shoulder Drawstring Knot Side Rib-knit Crop Top,3.99,764,10,2,11,4,18,5,40,12,685,213,4,Casual,Black,Plain,Crop,,One Shoulder,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Drawstring, Ruched, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
171,swtee07200914448,SHEIN One Shoulder Drawstring Knot Side Rib-knit Crop Top,3.99,764,10,2,11,4,0,0,40,12,685,213,4,Casual,Khaki,Plain,Crop,,One Shoulder,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Drawstring, Ruched, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
172,swsweatsh07201103613,SHEIN Spliced Two Tone Letter Graphic Stepped Hem Pullover,7.0,15,0,0,0,0,0,0,0,0,15,0,8,Casual,Multicolor,"Letter, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Asymmetrical,Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,Asymmetrical,,,
173,swtop04201024582,Argyle Pattern Sweater Vest,14.0,770,1,0,0,0,5,2,35,11,0,0,17,Casual,Chocolate Brown,Geometric,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
174,swtop04200825074,Argyle Pattern Sweater Vest,14.0,770,1,0,0,0,5,2,35,11,729,248,17,Casual,Multicolor,Geometric,Regular,,V neck,Sleeveless,,Pullovers,,Spring,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
175,swdress07201026571,SHEIN Solid Square Neck Bodycon Dress,8.0,25,0,0,0,0,1,0,2,1,22,4,9,Elegant,Coffee Brown,Plain,Mini,Bodycon,Square Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Slim Fit,,High Waist,,,,,,,Pencil,,,
176,swtee07201012342,SHEIN High Neck Gold Buttoned Gigot Sleeve Top,9.99,1369,7,2,5,1,22,2,33,10,1304,311,12,Elegant,White,Plain,Regular,,Funnel Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,"Button, Rib-Knit",Spring/Fall,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
177,swtee07200914569,SHEIN High Neck Gold Buttoned Gigot Sleeve Top,9.99,1369,0,0,5,1,22,2,33,10,1304,311,12,Elegant,Black,Plain,Regular,,High Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,"Rib-Knit, Button Front",Spring/Fall,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
178,swtee07201012957,SHEIN High Neck Gold Buttoned Gigot Sleeve Top,9.99,1369,7,2,5,1,22,2,33,10,1304,311,12,Elegant,Camel,Plain,Regular,,High Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,"Rib-Knit, Button Front",Spring/Fall,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
179,swtee07201012320,SHEIN High Neck Gold Buttoned Gigot Sleeve Top,9.99,1369,7,2,5,1,22,2,33,10,1304,311,12,Elegant,Burgundy,Plain,Regular,,High Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,"Rib-Knit, Button Front",Spring/Fall,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
180,swbodysui07201105768,SHEIN Scoop Neck Rib-knit Bodysuit,11.0,4717,13,1,19,4,69,11,212,54,4404,1103,13,Basics,Black,Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Skinny,,Natural,,,,,,,,,,
181,swbodysui07200703721,SHEIN Scoop Neck Rib-knit Bodysuit,12.0,4717,13,1,19,4,69,11,212,54,4404,1103,14,Basics,Mocha Brown,Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Skinny,,Natural,,,,,,,,,,
182,swbodysui07200820961,SHEIN Scoop Neck Rib-knit Bodysuit,12.0,4717,13,1,19,4,69,11,212,54,4404,1103,14,Basics,Dark Grey,Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Skinny,,Natural,,,,,,,,,,
183,swbodysui07200820706,SHEIN Scoop Neck Rib-knit Solid Bodysuit,11.0,4717,13,1,19,4,69,11,212,54,4404,1103,13,Elegant,Coffee Brown,Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Skinny,,Natural,,,,,,,,,,
184,swbodysui07201105503,SHEIN Scoop Neck Rib-knit Bodysuit,12.0,4717,13,1,19,4,69,11,212,54,4404,1103,14,Casual,Mint Green,Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Skinny,,Natural,,,,,,,,,,
185,swbodysui07201105498,SHEIN Scoop Neck Rib-knit Bodysuit,12.0,4717,13,1,19,4,69,11,212,54,4404,1103,14,Casual,Dusty Pink,Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Skinny,,Natural,,,,,,,,,,
186,swsweater03200928703,Solid Batwing Sleeve Boat Neck Sweater,17.0,2129,18,3,22,6,72,8,124,23,1894,374,20,Casual,Dusty Pink,Plain,Regular,Pullovers,Boat Neck,Long Sleeve,Batwing Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
187,swsweater03200804596,Ribbed Dolman Sleeve Boat Neck Sweater,19.0,2129,18,3,22,6,72,8,124,23,1894,374,23,Casual,Baby Pink,Plain,Regular,Pullovers,Boat Neck,Long Sleeve,Batwing Sleeve,Pullovers,Rib-Knit,Spring,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
188,swsweater03200907623,Solid Batwing Sleeve Boat Neck Sweater,11.49,2129,18,3,22,6,72,8,124,23,1894,374,13,Casual,Khaki,Plain,Regular,Pullovers,Boat Neck,Long Sleeve,Batwing Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
189,swsweater03200907652,Batwing Sleeve Ribbed Knit Sweater,10.99,2129,18,3,22,6,72,8,124,23,1894,374,13,Casual,Grey,Plain,Long,Pullovers,Boat Neck,Long Sleeve,Batwing Sleeve,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
190,swsweater03200928763,Solid Batwing Sleeve Boat Neck Sweater,17.0,2129,18,3,22,6,72,8,124,23,1894,374,20,Casual,White,Plain,Regular,Pullovers,Boat Neck,Long Sleeve,Batwing Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
191,swsweater03200928415,Solid Batwing Sleeve Boat Neck Sweater,19.0,2129,18,3,22,6,72,8,2129,414,1894,374,23,Casual,Hot Pink,Plain,Regular,Pullovers,Boat Neck,Long Sleeve,Batwing Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
192,swtwop00200413084,Tie Shoulder Butterfly Print Cami Top & Tartan Plaid A-Line Skirt,11.0,9945,64,14,114,24,9945,3257,928,277,8444,2836,13,Casual,White,"Animal, Tartan",,,Spaghetti Strap,Sleeveless,,,"Knot, Split",Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Skirt,,,Camisole,,
193,swtwop23200605046,Butterfly Print Tie Shoulder Cami Top & Tartan Skirt,12.0,9945,64,14,114,24,397,106,928,277,8444,2836,14,Casual,Multicolor,"Animal, Tartan",,,Spaghetti Strap,Sleeveless,,,"Knot, Split",Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Skirt,,,Camisole,,
194,swblouse07200515388,SHEIN Allover Plants Print Flutter Sleeve Tight Hem Crop Top,7.0,7504,28,5,46,7,183,42,549,145,6699,2020,8,Boho,Maroon,"Plants, All Over Print",Crop,Top,V neck,Short Sleeve,Flounce Sleeve,Pullovers,"Wrap, Shirred",Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,Tight Hem,,,
195,swblouse07200730506,SHEIN Surplice Neck Flutter Sleeve Plants Print Crop Top,7.0,7504,28,5,46,7,183,42,549,145,6699,2020,8,Boho,Navy Blue,"Plants, All Over Print",Crop,Top,V neck,Short Sleeve,Flounce Sleeve,Pullovers,"Wrap, Shirred",Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,Tight Hem,,,
196,swblouse07200730453,SHEIN Surplice Neck Flutter Sleeve Shirred Hem Crop Top,5.0,7504,28,5,46,7,183,42,549,145,6699,2020,6,Boho,Black and White,"Plants, All Over Print",Crop,Top,V neck,Short Sleeve,Flounce Sleeve,Pullovers,"Frill, Wrap, Shirred",Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,Tight Hem,,,
197,swtop07200421661,SHEIN Off Shoulder Cross Wrap Rib-knit Top,5.0,9735,131,31,162,56,364,99,473,159,8605,3370,6,Elegant,White,Plain,Crop,,Off the Shoulder,Short Sleeve,Regular Sleeve,Pullovers,"Criss Cross, Wrap, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
198,swtop07200605926,SHEIN Off Shoulder Cross Wrap Rib-knit Top,3.0,9735,131,31,162,56,364,99,473,159,8605,3370,3,Elegant,Dusty Blue,Plain,Crop,,Off the Shoulder,Short Sleeve,Regular Sleeve,Pullovers,"Criss Cross, Wrap, Rib-Knit",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
199,swtop07200605617,SHEIN Off Shoulder Crisscross Rib-knit Top,5.0,9735,131,31,162,56,364,99,473,159,8605,3370,6,Casual,Black,Plain,Regular,,Off the Shoulder,,,Pullovers,"Criss Cross, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
200,swtop07200711498,SHEIN Off Shoulder Crisscross Rib-knit Crop Top,5.0,9735,131,31,162,56,364,99,473,159,8605,3370,6,Casual,"Red, Bright",Plain,Crop,,Off the Shoulder,Short Sleeve,Regular Sleeve,Pullovers,"Criss Cross, Wrap, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
201,swouter03200928435,Fuzzy Hooded Puffer Coat,35.0,1810,9,1,5,0,37,10,57,25,1703,592,42,Casual,Black,Plain,Regular,Puffer,Hooded,Long Sleeve,Regular Sleeve,,"Contrast Faux Fur, Pocket, Zipper",Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,,,,,Zipper
202,swouter03200825411,Fuzzy Hooded Puffer Coat,35.0,1810,9,1,5,0,37,10,57,25,1703,592,42,Casual,Apricot,Plain,Regular,Puffer,Hooded,Long Sleeve,Regular Sleeve,,Contrast Faux Fur,Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,,,,,Zipper
203,swouter03200928439,Fuzzy Hooded Puffer Coat,35.0,1810,9,1,5,0,0,0,57,25,1703,592,42,Casual,Silver,Plain,Regular,Puffer,Hooded,Long Sleeve,Regular Sleeve,,"Contrast Faux Fur, Pocket, Zipper",Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,,,,,Zipper
204,swouter04200421711,Button Front Contrast Binding Fuzzy Cardigan,12.0,1825,0,0,7,0,31,6,87,25,1700,535,14,Casual,Lilac Purple,Colorblock,Crop,Cardigan,V neck,Short Sleeve,Regular Sleeve,,Button Front,Spring,100% Nylon,Nylon,High Stretch,No,Slim Fit,,,,,,,,,,,,
205,swouter04200522937,Button Front Contrast Binding Fuzzy Cardigan,12.0,1825,0,0,7,0,31,6,87,25,1700,535,14,Casual,Pink,Colorblock,Crop,Cardigan,V neck,Short Sleeve,Regular Sleeve,,"Contrast Binding, Button Front",Spring,100% Nylon,Nylon,High Stretch,No,Slim Fit,,,,,,,,,,,,
206,swsweatsh04200925649,Drop Shoulder Letter Embroidery Pullover,12.99,858,3,0,3,0,22,4,61,13,771,162,15,Casual,Apricot,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
207,swsweatsh04201116774,Drop Shoulder Letter Embroidery Pullover,12.99,858,3,0,3,0,22,4,61,13,771,162,15,Casual,Khaki,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
208,swsweatsh04201116854,Drop Shoulder Letter Embroidery Pullover,8.99,858,3,0,3,0,22,4,61,13,771,162,10,Casual,Green,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
209,swsweatsh04201116537,Drop Shoulder Letter Embroidery Pullover,12.99,858,3,0,3,0,22,4,61,13,771,162,15,Casual,White,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
210,swsweatsh04201116089,Drop Shoulder Letter Embroidery Pullover,9.99,858,3,0,3,0,22,4,61,13,771,162,12,Casual,Army Green,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
211,swsweatsh04201222462,Drop Shoulder Letter Embroidery Pullover,8.99,858,3,0,3,0,22,4,61,13,771,162,10,Casual,Khaki,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
212,swtee04201014095,Lace Up Backless Rib-knit Tee,9.99,89,0,0,0,0,1,0,2,1,86,11,12,Casual,Black,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lace Up, Backless, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
213,swtee07201024768,SHEIN Lettuce Edge Cutout Front Plaid Tee,4.99,370,2,1,6,0,14,6,25,8,323,84,6,Elegant,Black and White,Plaid,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Cut Out, Lettuce Trim",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
214,swsweater02201013263,Cable Knit Split Hem Sweater,22.0,956,11,1,12,2,28,5,47,11,858,193,26,Casual,Apricot,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,"Split, High Low",Spring/Fall,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,,,,,
215,swsweater02201103947,Cable Knit Split Hem Sweater,22.0,956,11,1,12,2,28,5,47,11,858,193,26,Casual,Black,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,"Split, High Low",Fall/Winter,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,,,,,
216,swsweater02201103621,Cable Knit Split Hem Sweater,22.0,956,11,1,12,2,28,5,47,11,858,193,26,Casual,Grey,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,"Split, High Low",Spring/Fall,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,,,,,
217,swsweater02201119251,Cable Knit Split Hem Sweater,12.0,956,11,1,12,2,28,5,47,11,858,193,14,Casual,Khaki,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,"Split, High Low",Fall/Winter,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,,,,,
218,swpants07201106312,SHEIN Zipper Fly Houndstooth Print Palazzo Pants,7.0,15,0,0,0,0,1,0,0,0,14,0,8,Casual,Black and White,Houndstooth,Long,Wide Leg,,,,,"Pocket, Zipper, Button Front",Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
219,swpants44201012079,Slit Hem High-Rise Corduroy Pants,18.0,109,7,1,2,1,6,1,16,1,79,11,21,Casual,Rust Brown,Plain,Long,Straight Leg,,,,,Split,Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,Regular Fit,Button Fly,High Waist,,,,,,,,,,
220,swdress23201105572,Color Block Leopard Rib-knit Dress,14.0,74,0,0,2,0,1,0,0,0,71,12,17,Elegant,Black,"Colorblock, Leopard",Short,Fitted,Round Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"50% Cotton, 50% Polyester",Cotton Blends,High Stretch,No,Regular Fit,,Natural,,,,,,,Straight,,,
221,swdress23201222390,Color Block Leopard Rib-knit Dress,14.0,74,0,0,2,0,1,0,0,0,71,12,17,Casual,Burgundy,"Colorblock, Leopard",Short,Fitted,Round Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"50% Cotton, 50% Polyester",Cotton Blends,High Stretch,No,Regular Fit,,Natural,,,,,,,Straight,,,
222,swdress23201222088,Color Block Leopard Rib-knit Dress,14.0,74,0,0,2,0,1,0,0,0,71,12,17,Casual,Navy Blue,"Colorblock, Leopard",Short,Fitted,Round Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"50% Cotton, 50% Polyester",Cotton Blends,High Stretch,No,Regular Fit,,Natural,,,,,,,Straight,,,
223,swpants04200923279,High Waist Floral Wide Leg Pants,14.0,276,0,0,1,0,8,1,16,7,252,57,17,Boho,Black,Floral,Long,Wide Leg,,,,,Zipper,Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
224,swpants04200804458,High Waist Black Wash Carrot Jeans,20.0,106,6,2,3,1,5,1,3,1,89,19,24,,Black,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
225,swpants04201215609,High Waist Medium Wash Mom Jeans,20.0,106,6,2,3,1,5,1,3,1,89,19,24,,Dark Wash,Plain,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
226,swdress04200925736,Lantern Sleeve Ruffle Hem All Over Print Dress,9.99,647,4,1,9,6,22,10,23,11,589,234,12,Elegant,Black and White,All Over Print,Short,Bodycon,V neck,Long Sleeve,Bishop Sleeve,,Ruffle Hem,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Slim Fit,,Natural,,,,,,,Flounce,,,
227,swdress04200925627,Lantern Sleeve Ruffle Hem All Over Print Dress,9.99,647,4,1,9,6,22,10,23,11,589,234,12,Elegant,Khaki,All Over Print,Short,Bodycon,V neck,Long Sleeve,Bishop Sleeve,,Ruffle Hem,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Slim Fit,,Natural,,,,,,,Flounce,,,
228,swdress04200925391,Lantern Sleeve Ruffle Hem All Over Print Dress,9.0,647,4,1,9,6,22,10,23,11,589,234,10,Elegant,Burnt Orange,All Over Print,Short,Bodycon,V neck,Long Sleeve,Bishop Sleeve,,Ruffle Hem,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Slim Fit,,Natural,,,,,,,Flounce,,,
229,swtee07200928135,SHEIN Mock Neck Plaid Form Fitted Tee,3.99,1599,34,4,29,6,67,23,98,31,1371,433,4,Casual,Multicolor,Plaid,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
230,swdress42201016943,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,1722,10,1,13,5,45,7,133,38,1521,426,19,Glamorous,Dark Green,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Backless, Ruched, Criss Cross, Rhinestone",Fall/Winter,100% Polyester,Velvet,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
231,swdress42200902452,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,1722,10,1,13,5,45,7,133,38,1521,426,19,Glamorous,Navy Blue,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Criss Cross, Rhinestone",Fall/Winter,100% Polyester,Velvet,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
232,swdress42200928688,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,1722,10,1,13,5,45,7,133,38,1521,426,19,Glamorous,Burgundy,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Ruffle, Criss Cross",Fall/Winter,100% Polyester,Velvet,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
