,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Hem Shaped,Placket,Arabian Clothing,Belt,Top Type
162,swtee07201224049,SHEIN Crop Rib-knit Slim Tee,3.99,708,708,164,0,0,25,4,50,11,708,164,4,Casual,Green,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
163,swtee07201020627,SHEIN Crop Rib-knit Slim Tee,3.99,708,5,1,6,0,25,4,0,0,622,148,4,Casual,Khaki,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
164,swtee07201126641,SHEIN Crop Rib-knit Slim Tee,3.99,708,5,1,6,0,25,4,50,11,622,148,4,Casual,Black,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
165,swtee07201224835,SHEIN Crop Rib-knit Slim Tee,3.99,708,0,0,6,0,25,4,50,11,0,0,4,Casual,Red,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
166,swtee07201224304,SHEIN Crop Rib-knit Slim Tee,3.99,708,5,1,6,0,25,4,50,11,708,164,4,Casual,White,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
167,swtee07201224871,SHEIN Crop Rib-knit Slim Tee,3.99,708,5,1,6,0,25,4,50,11,622,148,4,Casual,Dusty Blue,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
168,swsweatsh24201226018,Solid Drop Shoulder Sweatshirt,5.99,68,0,0,1,0,2,0,1,0,64,0,7,Casual,Light Grey,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
169,swsweatsh24201226332,Solid Drop Shoulder Sweatshirt,5.99,68,0,0,1,0,68,0,1,0,64,0,7,Casual,Violet Purple,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
170,swsweatsh24201226315,Solid Drop Shoulder Sweatshirt,5.99,68,0,0,1,0,2,0,1,0,64,0,7,Casual,Black,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
171,swsweatsh24201226489,Solid Drop Shoulder Sweatshirt,5.99,68,0,0,1,0,2,0,1,0,64,0,7,Casual,Coral Pink,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
172,swsweatsh04201228866,Drop Shoulder Letter Graphic Oversized Pullover,12.99,88,2,0,0,0,6,0,7,2,73,3,15,Casual,White,Letter,Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
173,swsweatsh04201107135,Drop Shoulder Letter Graphic Oversized Pullover,12.99,88,2,0,0,0,6,0,7,2,73,3,15,Casual,Baby Blue,Letter,Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
174,swsweatsh04201228930,Drop Shoulder Letter Graphic Oversized Pullover,12.99,88,2,0,0,0,6,0,7,2,73,3,15,Casual,Light Grey,Letter,Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
175,swsweatsh04201228494,Drop Shoulder Letter Graphic Oversized Pullover,12.99,88,2,0,0,0,6,0,7,2,73,3,15,Casual,Blue,Letter,Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
176,swpants04201118133,High Waist Straight Jeans,20.0,3028,48,5,3028,442,125,18,300,39,2488,372,24,,Black,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
177,swpants04200930530,High Waist Straight Jeans,20.0,3028,48,5,65,8,125,18,300,39,2488,372,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
178,swpants04201124098,High Waist Straight Jeans,20.0,3028,48,5,65,8,125,18,300,39,2488,372,24,,Medium Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
179,swpants04201218866,High Waist Straight Jeans,20.0,3028,48,5,65,8,125,18,300,39,2488,372,24,,Dark Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
180,swpants04201029488,Colorblock Raw Trim Cropped Jeans,21.0,675,1,0,6,2,15,2,52,15,601,144,25,,Multicolor,Colorblock,Cropped,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
181,swpants04200807442,Colorblock Raw Trim Cropped Jeans,21.0,675,1,0,6,2,15,2,52,15,601,144,25,,Multicolor,Colorblock,Cropped,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
182,swpants04201221082,Colorblock Raw Trim Cropped Jeans,21.0,675,675,163,6,2,15,2,52,15,601,144,25,,Multicolor,Colorblock,Cropped,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
183,swpants04201221054,Colorblock Raw Trim Jeans,21.0,675,1,0,6,2,15,2,52,15,601,144,25,,Blue and White,Colorblock,Cropped,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
184,swpants04201105878,Stonewash Skinny Jeans Without Belt,16.0,4613,43,2,52,8,128,21,199,49,4191,1227,19,,Dark Wash,Plain,Cropped,Skinny,,,,,"Button, Pocket, Zipper, Washed",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,Natural,,,,,,,,,No,
185,swpants04191210103,Stonewash Skinny Jeans Without Belt,17.0,4614,43,2,52,8,128,21,199,49,1,1228,20,,"Pastel, Light Wash",Plain,Long,Skinny,,,,,"Button, Pocket, Zipper, Washed",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,"Button Fly, Zipper Fly",Natural,,,,,,,,,No,
186,swpants04201211040,Stonewash Skinny Jeans Without Belt,16.0,4613,43,2,52,8,0,0,199,49,4191,1227,19,,Medium Wash,Plain,Cropped,Skinny,,,,,"Button, Pocket, Zipper, Washed",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,Natural,,,,,,,,,No,
187,swsweatsh24201117792,Kangaroo Pocket Thermal Lined Hoodie,8.99,8375,20,3,33,6,114,14,0,0,7885,1296,10,Casual,Coral Pink,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,"Non-Stretch, Slight Stretch",No,Regular Fit,,,,,,,,,,,,
188,swsweatsh24201027052,Kangaroo Pocket Thermal Lined Hoodie,8.99,8377,20,3,33,6,114,14,319,63,7885,1296,10,Casual,Black,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
189,swsweatsh24201027374,Kangaroo Pocket Thermal Lined Hoodie,8.99,8377,20,3,33,6,114,14,319,63,7885,1296,10,Casual,White,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
190,swsweatsh24201120840,Kangaroo Pocket Thermal Lined Hoodie,8.99,8377,20,3,33,6,114,14,319,63,7885,1296,10,Casual,Camel,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
191,swsweatsh24201120369,Kangaroo Pocket Thermal Lined Hoodie,8.99,8377,0,0,33,6,114,14,319,63,7885,1296,10,Casual,Grey,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
192,swsweatsh24201125934,Kangaroo Pocket Thermal Lined Hoodie,8.99,8377,20,3,33,6,114,14,319,63,7885,1296,10,Casual,Violet Purple,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
193,swsweatsh04201219877,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,625,4,0,0,0,14,1,49,8,557,82,12,Casual,Apricot,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Fall/Winter,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
194,swsweatsh04201027023,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,625,0,0,2,2,625,93,49,8,557,82,12,Casual,Dark Grey,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
195,swsweatsh04201219445,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,625,4,0,2,2,14,1,49,8,0,0,12,Casual,Dark Green,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
196,swsweatsh04201219361,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,625,4,0,2,2,14,1,49,8,557,82,12,Casual,Khaki,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Fall/Winter,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
197,swsweatsh04201222408,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,625,4,0,2,2,14,1,49,8,557,82,12,Casual,Baby Pink,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Fall/Winter,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
198,swpants01201201358,Solid High Waist Fleece Sweatpants,13.0,733,733,97,18,3,34,2,38,5,621,84,15,,Coffee Brown,Plain,Cropped,,,,,,Pocket,Fall/Winter,"97% Polyester, 3% Spandex",,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
199,swpants01201105850,Solid High Waist Fleece Sweatpants,13.0,733,0,0,18,3,34,2,38,5,0,0,15,,Apricot,Plain,Cropped,,,,,,,Fall/Winter,"97% Polyester, 3% Spandex",,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
200,swpants01201201867,Solid High Waist Fleece Sweatpants,12.0,733,21,3,0,0,34,2,38,5,621,84,14,,Black,Plain,Cropped,,,,,,Pocket,Fall/Winter,"97% Polyester, 3% Spandex",,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
201,swpants01201201967,Solid High Waist Fleece Sweatpants,12.0,733,733,97,18,3,34,2,733,97,621,84,14,,Grey,Plain,Cropped,,,,,,,Fall/Winter,"97% Polyester, 3% Spandex",,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
202,swtee07201230162,SHEIN Mock Neck Solid Crop Tee,3.99,66,0,0,1,0,1,0,5,4,59,10,4,Casual,Black,Plain,Crop,,Stand Collar,Cap Sleeve,Regular Sleeve,Pullovers,,Summer,"6% Spandex, 94% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
203,swtee07201201194,SHEIN Mock Neck Solid Crop Tee,3.99,66,0,0,1,0,1,0,5,4,59,10,4,Casual,Coffee Brown,Plain,Crop,,Stand Collar,Cap Sleeve,Regular Sleeve,Pullovers,,Summer,"6% Spandex, 94% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
204,swtee07201230008,SHEIN Mock Neck Solid Crop Tee,3.99,66,0,0,1,0,1,0,5,4,59,10,4,Casual,White,Plain,Crop,,Stand Collar,Cap Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
205,swtee07201230102,SHEIN Mock Neck Solid Crop Tee,3.99,66,0,0,1,0,1,0,5,4,59,10,4,Casual,"Pastel, Lilac Purple",Plain,Crop,,Stand Collar,Cap Sleeve,Regular Sleeve,Pullovers,,Summer,"7% Spandex, 93% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
206,swtee07201230484,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,228,1,0,1,0,5,0,0,0,210,23,4,Casual,White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
207,swtee07201208540,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,228,1,0,1,0,5,0,11,2,210,23,4,Casual,Black and White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
208,swtee07201229283,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,228,1,0,1,0,5,0,11,2,210,23,4,Casual,White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
209,swtee07201229945,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,228,1,0,1,0,5,0,11,2,210,23,4,Casual,White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
210,swtee07201230004,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,228,1,0,1,0,5,0,11,2,210,23,4,Casual,White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
211,swvest07201021711,SHEIN Lace Trim Zebra Striped Cami Top,6.0,10000,0,0,0,0,0,0,0,0,9999,3940,7,Elegant,Multicolor,Zebra Stripe,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
212,swvest07200825120,SHEIN Zebra Striped Lace Cami Top,5.0,10000,0,0,0,0,0,0,0,0,9999,3940,6,Sexy,Black and White,Zebra Stripe,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
213,swsweater02201215110,Solid Cable Knit Crop Sweater,17.0,4882,12,2,21,4,87,22,343,77,4413,1024,20,Casual,Army Green,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
214,swsweater02200903776,Cable & Rib Knit Crop Sweater,17.0,4882,4882,1129,4882,1129,87,22,343,77,4413,1024,20,Casual,Violet Purple,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
215,swsweater02200929944,Cable & Rib Knit Crop Sweater,17.0,4882,12,2,21,4,87,22,343,77,4413,1024,20,Casual,Baby Pink,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
216,swsweater02200929178,Solid Cable Knit Crop Sweater,17.0,4882,12,2,21,4,87,22,343,77,4413,1024,20,Casual,Baby Blue,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
217,swsweater02201015335,Solid Cable Knit Crop Sweater,17.0,4882,12,2,21,4,87,22,343,77,4413,1024,20,Casual,Khaki,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
218,swsweater02201015158,Solid Cable Knit Crop Sweater,17.0,4882,12,2,21,4,87,22,343,77,4413,1024,20,Casual,Beige,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
219,swsweatsh24201208999,Solid Kangaroo Pocket Drawstring Hoodie,8.99,673,3,1,673,51,15,1,40,4,612,44,10,Casual,Dark Green,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
220,swsweatsh24201208502,Solid Kangaroo Pocket Drawstring Hoodie,8.99,673,3,1,3,1,15,1,40,4,612,44,10,Casual,Black,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
221,swsweatsh24201208267,Solid Kangaroo Pocket Drawstring Hoodie,8.99,673,3,1,3,1,15,1,40,4,612,44,10,Casual,Burgundy,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
222,swsweatsh24201208613,Solid Kangaroo Pocket Drawstring Hoodie,8.99,673,3,1,3,1,15,1,0,0,612,44,10,Casual,Apricot,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
223,swsweatsh24201208110,Solid Kangaroo Pocket Drawstring Hoodie,8.99,673,3,1,3,1,15,1,40,4,612,44,10,Casual,Grey,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
224,swsweatsh24201208917,Solid Kangaroo Pocket Drawstring Hoodie,8.99,673,673,51,3,1,15,1,40,4,612,44,10,Casual,Baby Blue,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Spring,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
225,swsweatsh23201201866,Letter & Graphic Embroidered Drop Shoulder Sweatshirt,17.99,726,4,1,4,0,37,2,726,80,595,68,21,Casual,Blue,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
226,swsweatsh23201022982,Letter & Graphic Embroidered Drop Shoulder Sweatshirt,17.99,726,4,1,4,0,37,2,0,0,595,68,21,Casual,Brown,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
227,swsweatsh23201201257,Letter & Graphic Embroidered Drop Shoulder Sweatshirt,17.99,726,4,1,4,0,37,2,86,9,595,68,21,Casual,Grey,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
228,swsweatsh23201201198,Letter & Graphic Embroidered Drop Shoulder Sweatshirt,17.99,726,4,1,4,0,0,0,86,9,595,68,21,Casual,Black,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
229,swsweatsh23201201761,Letter & Graphic Embroidered Drop Shoulder Sweatshirt,17.99,726,4,1,4,0,37,2,86,9,595,68,21,Casual,Violet Purple,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
230,swsweatsh23201201840,Letter & Graphic Embroidered Drop Shoulder Sweatshirt,17.99,726,4,1,4,0,37,2,0,0,595,68,21,Casual,Redwood,"Letter, Graphic",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
231,swpants04201019053,High Waist Fold Pleat Mom Jeans,20.0,1550,13,0,19,4,58,7,139,28,1315,188,24,,Chocolate Brown,Plain,Long,Mom Fit,,,,,"Button, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,No,,,,,,,,
232,swpants04201127214,High Waist Fold Pleat Mom Jeans,20.0,1550,13,0,19,4,58,7,139,28,1315,188,24,,Beige,Plain,Long,Mom Fit,,,,,"Button, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
233,swpants04201127850,High Waist Fold Pleat Mom Jeans,20.0,1550,0,0,19,4,58,7,0,0,1315,188,24,,Army Green,Plain,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,No,,,,,,,,
234,swpants04201127451,High Waist Fold Pleat Mom Jeans,20.0,1550,0,0,19,4,58,7,139,28,1315,188,24,,White,Plain,Long,Mom Fit,,,,,"Button, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
235,swpants04201127033,High Waist Fold Pleat Mom Jeans,20.0,1550,13,0,0,0,58,7,0,0,1315,188,24,,Khaki,Plain,Long,Mom Fit,,,,,"Button, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
236,swpants04201127076,High Waist Fold Pleat Mom Jeans,20.0,1550,13,0,19,4,0,0,139,28,1550,227,24,,Black,Plain,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
237,swsweatsh24201222750,Chinese Dragon And Slogan Graphic Drop Shoulder Hoodie,8.99,74,1,0,3,0,0,0,0,0,68,0,10,Casual,White,"Animal, Slogan",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Spring/Fall,Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
238,swsweatsh24201222249,Chinese Dragon & Slogan Graphic Hoodie,8.99,74,1,0,3,0,0,0,1,0,68,0,10,Casual,Black,"Animal, Slogan",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
239,swsweatsh24201222797,Chinese Dragon Print Drawstring Thermal Hoodie,8.99,74,0,0,3,0,1,0,1,0,68,0,10,Casual,Baby Pink,"Letter, Animal",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
240,swpants04201127960,High Waist Ripped Boyfriend Jeans,20.0,2349,2349,369,46,7,2349,369,183,31,2002,315,24,,Medium Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
241,swpants04200909104,High Waist Ripped Boyfriend Jeans,21.0,2349,0,0,0,0,85,13,183,31,2002,315,25,,Medium Wash,Plain,Long,Boyfriend Fit,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
242,swpants04201205363,High Waist Ripped Boyfriend Jeans,21.0,2349,34,3,46,7,85,13,183,31,2002,315,0,,Medium Wash,Plain,Long,Boyfriend Fit,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
243,swpants07201201532,SHEIN Flare Leg Rib-knit Pants,9.0,2957,69,7,80,7,2957,370,300,46,2285,282,10,Vintage,Navy Blue,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
