,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Belt,Top Type,Placket
160,swdress07201117582,,134,0,0,0,0,2,1,3,1,129,29,6,Casual,Multicolor,Plaid,Short,Bodycon,Spaghetti Strap,Sleeveless,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Plaid Cami Bodycon Dress,5.0,Pencil,,,
161,swsweatsh24201209715,,152,4,1,5,1,7,1,17,4,119,6,10,Casual,White,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Kangaroo Pocket Thermal Lined Hoodie,8.99,,,,
162,swsweatsh24201209143,,152,4,1,5,1,7,1,17,4,119,6,10,Casual,Black,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Kangaroo Pocket Thermal Lined Hoodie,8.99,,,,
163,swsweatsh24201210287,,152,4,1,5,1,7,1,17,4,119,6,9,Casual,Purple,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Kangaroo Pocket Thermal Lined Hoodie,7.99,,,,
164,swsweatsh24201211212,,152,4,1,5,1,7,1,17,4,119,6,9,Casual,Grey,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Kangaroo Pocket Thermal Lined Hoodie,7.99,,,,
165,swtee07201119747,,1371,13,2,7,0,55,2,116,12,1180,129,7,Casual,"Pastel, Baby Blue",Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rolled Neck Form Fitted Tee,5.99,,,,
166,swtee07201031799,,1371,13,2,7,0,55,2,116,12,1180,129,6,Casual,Black,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rolled Neck Form Fitted Tee,4.99,,,,
167,swtee07201119560,,1371,13,2,7,0,55,2,116,12,1180,129,6,Basics,White,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rolled Neck Form Fitted Tee,4.99,,,,
168,swtee07201119578,,1371,13,2,7,0,55,2,116,12,1180,129,7,Casual,Dark Grey,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rolled Neck Form Fitted Tee,5.99,,,,
169,swtee07201119055,,1371,13,2,7,0,55,2,116,12,1180,129,7,Casual,Green,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rolled Neck Form Fitted Tee,5.99,,,,
170,swtee07201123652,,1371,13,2,7,0,55,2,116,12,1180,129,7,Casual,Dusty Pink,Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rolled Neck Form Fitted Tee,5.99,,,,
171,swsweatsh24201223262,,142,0,0,1,0,0,0,6,0,135,5,12,Casual,White,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Thermal Lined Zip-up Hoodie,9.99,,,,
172,swsweatsh24201215798,,142,0,0,1,0,0,0,6,0,135,5,12,Casual,Violet Purple,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Thermal Lined Zip-up Hoodie,9.99,,,,
173,swsweatsh24201215288,,142,0,0,1,0,0,0,6,0,135,5,12,Casual,Baby Pink,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Thermal Lined Zip-up Hoodie,9.99,,,,
174,swsweatsh24201215988,,142,0,0,1,0,0,0,6,0,135,5,12,Casual,Black,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Zip Up Drop Shoulder Crop Hoodie,9.99,,,,
175,swsweatsh24201215083,,142,0,0,1,0,0,0,6,0,135,5,12,Casual,Light Grey,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Zip Up Drop Shoulder Crop Hoodie,9.99,,,,
176,swpants04201007514,,597,5,0,10,0,13,2,55,7,514,45,23,,Black,Plain,Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Raw Hem Wide Leg Jeans,19.0,,,,
177,swvest23201218306,,8,0,0,0,0,0,0,0,0,8,0,6,Casual,Mint Green,Plain,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Rib-knit Crop Tank Top,5.0,,,,
178,swsweatsh01201125593,,1021,4,1,1,0,29,5,70,5,918,133,18,Casual,Black,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,
179,swsweatsh01201030765,,1021,4,1,1,0,29,5,70,5,918,133,18,Casual,Navy Blue,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,
180,swsweatsh01201125457,,1021,4,1,1,0,29,5,70,5,918,133,18,Casual,Khaki,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,
181,swsweatsh01201125792,,1021,4,1,1,0,29,5,70,5,918,133,18,Casual,Green,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,
182,swsweatsh01201215896,,1021,4,1,1,0,29,5,70,5,918,133,18,Casual,Light Grey,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,
183,swsweatsh01201215519,,1021,4,1,1,0,29,5,70,5,918,133,18,Casual,Burgundy,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,
184,swtee07201230004,,167,1,0,1,0,4,0,8,1,154,12,4,Casual,White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,,,,
185,swtee07201208540,,167,1,0,1,0,4,0,8,1,154,12,4,Casual,Black and White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,,,,
186,swtee07201229283,,167,1,0,1,0,4,0,8,1,154,12,4,Casual,White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,,,,
187,swtee07201229945,,167,1,0,1,0,4,0,8,1,154,12,4,Casual,White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,,,,
188,swtee07201230484,,167,1,0,1,0,4,0,8,1,154,12,4,Casual,White,Colorblock,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Raglan Sleeve Two Tone Crop Top,3.99,,,,
189,swtee07201130311,,287,2,0,2,1,10,1,32,7,241,28,7,Casual,White,Plain,Crop,,Polo,Short Sleeve,Regular Sleeve,Half Placket,"Lettuce Trim, Button Front",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Lettuce Trim Polo Collar Crop Tee,5.99,,,,
190,swtee07201215442,,287,2,0,2,1,10,1,32,7,241,28,7,Casual,Black,Plain,Crop,,Polo,Cap Sleeve,Regular Sleeve,Half Placket,"Lettuce Trim, Rib-Knit, Button Front",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Polo Collar Crop Tee,5.99,,,,
191,swtop02201128850,,79,0,0,0,0,1,1,5,1,73,4,19,Preppy,Navy Blue,Geometric,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Argyle Pattern Sweater Vest Without Blouse,16.0,,,,
192,swdress07201224586,,0,0,0,0,0,0,0,0,0,0,0,13,Elegant,Black,Plain,Short,Bodycon,One Shoulder,Sleeveless,,,"Ruched, Drawstring, Knot, Rib-Knit",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN One Shoulder Ruched Knot Side Bodycon Dress,11.0,Pencil,,,
193,swsweatsh24201224766,,12,0,0,0,0,2,0,0,0,10,0,12,Casual,Black,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Thermal Lined Zip Up Hoodie,9.99,,,,
194,swsweatsh24201223292,,12,0,0,0,0,2,0,0,0,10,0,12,Casual,Dark Green,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Thermal Lined Zip Up Hoodie,9.99,,,,
195,swsweatsh24201223763,,12,0,0,0,0,2,0,0,0,10,0,12,Casual,Purple,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Thermal Lined Zip Up Hoodie,9.99,,,,
196,swsweatsh24201223230,,12,0,0,0,0,2,0,0,0,10,0,12,Casual,Grey,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Thermal Lined Zip Up Hoodie,9.99,,,,
197,swsweatsh24201223500,,12,0,0,0,0,2,0,0,0,10,0,12,Casual,Brown,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Thermal Lined Zip Up Hoodie,9.99,,,,
198,swsweater23201217541,,175,1,0,2,1,9,2,4,0,160,26,20,Casual,Black,Plain,Regular,Pullovers,High Neck,Long Sleeve,Bishop Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Lantern Sleeve Chunky Knit Oversize Sweater,17.0,,,,
199,swsweater23201031099,,175,1,0,2,1,9,2,4,0,160,26,20,Casual,Apricot,Plain,Regular,Pullovers,High Neck,Long Sleeve,Raglan Sleeve,Pullovers,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Raglan Sleeve Chunky Knit Oversize Sweater,17.0,,,,
200,swsweater23201217680,,175,1,0,2,1,9,2,4,0,160,26,20,Casual,Grey,Plain,Regular,Pullovers,High Neck,Long Sleeve,Bishop Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Lantern Sleeve Chunky Knit Oversize Sweater,17.0,,,,
201,swsweater23201217825,,175,1,0,2,1,9,2,4,0,160,26,20,Casual,Khaki,Plain,Regular,Pullovers,High Neck,Long Sleeve,Bishop Sleeve,Pullovers,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Lantern Sleeve Chunky Knit Oversize Sweater,17.0,,,,
202,swouter44201204723,,2158,12,2,18,3,61,12,135,29,1933,376,24,Casual,Dusty Blue,Plain,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Oversized,,,,,,,,Flap Pocket High Low Hem Coat,20.0,,,,Single Breasted
203,swouter44200902301,,2158,12,2,18,3,61,12,135,29,1933,376,25,Casual,Khaki,Plain,Regular,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,Flap Pocket High Low Hem Coat,21.0,,,,Single Breasted
204,swouter44201109586,,2158,12,2,18,3,61,12,135,29,1933,376,24,Casual,Mauve Purple,Plain,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, High Low, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Oversized,,,,,,,,Flap Pocket High Low Hem Coat,20.0,,,,Single Breasted
205,swouter44201109845,,2158,12,2,18,3,61,12,135,29,1933,376,24,Casual,Khaki,Plain,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Oversized,,,,,,,,Flap Pocket High Low Hem Coat,20.0,,,,Single Breasted
206,swouter44201111341,,2158,12,2,18,3,61,12,135,29,1933,376,24,Casual,Coffee Brown,Plain,Regular,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, High Low, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,Flap Pocket High Low Hem Coat,20.0,,,,Single Breasted
207,swouter44201111095,,2158,12,2,18,3,61,12,135,29,1933,376,24,Casual,Dark Green,Plain,Regular,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,Flap Pocket High Low Hem Coat,20.0,,,,Single Breasted
208,swpants04201116775,,52,2,0,0,0,2,0,5,1,43,2,24,,Black,Graphic,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Zipper Fly Lightning Pattern Jeans,20.0,,,,
209,swtwop04201110226,,105,0,0,0,0,1,1,1,0,103,7,24,Casual,Khaki,Letter,,,Round Neck,Long Sleeve,Drop Shoulder,,"Pocket, Tie Front",Spring/Summer,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Track Shorts,Drop Shoulder Letter Graphic Pullover & Shorts Set,20.0,,,Sweatshirt,
210,swpants07201109302,,2337,51,7,55,7,171,24,232,43,1828,236,12,Casual,Khaki,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Rib-knit Pants,10.0,,,,
211,swpants07201009910,,2337,51,7,55,7,171,24,232,43,1828,236,12,Casual,Black,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Rib-knit Pants,10.0,,,,
212,swpants07201104322,,2337,51,7,55,7,171,24,232,43,1828,236,10,Casual,Brown,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Rib-knit Pants,9.0,,,,
213,swpants07201111816,,2337,51,7,55,7,171,24,232,43,1828,236,10,Casual,Grey,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Rib-knit Pants,9.0,,No,,
214,swpants07201201084,,2337,51,7,55,7,171,24,232,43,1828,236,10,Vintage,Army Green,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Rib-knit Pants,9.0,,,,
215,swpants07201201532,,2337,51,7,55,7,171,24,232,43,1828,236,10,Vintage,Navy Blue,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Rib-knit Pants,9.0,,,,
216,swpants04201104460,,10000,0,0,0,0,0,0,0,0,9999,8111,21,,Khaki,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Fold Pleat Roll Hem Jeans,18.0,,,,
217,swpants04191210712,,10000,0,0,0,0,0,0,0,0,9999,8111,23,,Black,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,"Button Fly, Zipper Fly",Natural,,,,,,Highest-Rise Mom Jeans Without Belt,19.0,,No,,
218,swpants04200805126,,10000,0,0,0,0,0,0,0,0,9999,8111,21,,Medium Wash,Plain,Long,Tapered/Carrot,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waisted Straight-Leg Mom Jeans,18.0,,,,
219,swpants04200827831,,10000,0,0,0,0,0,0,0,0,9999,8111,21,,White,Plain,Long,Mom Fit,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Roll Hem Jeans,18.0,,,,
220,swpants04201023583,,10000,0,0,0,0,0,0,0,0,9999,8111,21,,Light Wash,Plain,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Fold Pleat Roll Hem Jeans,18.0,,,,
221,swpants04201125598,,10000,0,0,0,0,0,0,0,0,9999,8111,21,,Light Wash,Plain,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Light Wash High Waist Jeans,18.0,,,,
222,swblouse23201124524,,426,6,0,7,1,32,1,40,3,344,21,14,Casual,White,Plain,Regular,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Button Up Drop Shoulder Blouse,12.0,,,,
223,swblouse23201208305,,426,6,0,7,1,32,1,40,3,344,21,14,Casual,Burgundy,Plain,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Pocket Patched Drop Shoulder Blouse,12.0,,,,
224,swblouse23201208707,,426,6,0,7,1,32,1,40,3,344,21,14,Casual,Black,Plain,Regular,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Button Up Drop Shoulder Blouse,12.0,,,,
225,swblouse23201208194,,426,6,0,7,1,32,1,40,3,344,21,14,Casual,Baby Blue,Plain,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Pocket Patched Drop Shoulder Blouse,12.0,,,,
226,swblouse23201208735,,426,6,0,7,1,32,1,40,3,344,21,14,Casual,Maroon,Plain,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Pocket Patched Drop Shoulder Blouse,12.0,,,,
227,swvest07201214042,,83,1,0,0,0,1,0,4,1,77,6,4,Casual,"Pastel, Baby Blue",Ditsy Floral,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Daisy Floral Cami Top,4.0,,,,
228,swsweatsh04201109916,,457,2,0,7,0,21,4,37,2,390,46,15,Casual,Navy Blue,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter Graphic Sweatshirt,12.99,,,,
229,swvest07201202433,,188,1,0,4,0,5,0,21,2,159,12,4,Elegant,Black,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"92% Rayon, 8% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Panel Lettuce Edge Cami Top,4.0,,,,
230,swvest07201228009,,188,1,0,4,0,5,0,21,2,159,12,4,Elegant,White,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Panel Lettuce Edge Cami Top,4.0,,,,
231,swvest07201228377,,188,1,0,4,0,5,0,21,2,159,12,6,Elegant,Red,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"92% Rayon, 8% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Panel Lettuce Edge Cami Top,5.0,,,,
232,swvest07201228635,,188,1,0,4,0,5,0,21,2,159,12,4,Elegant,Dark Green,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Panel Lettuce Edge Cami Top,4.0,,,,
233,swtop23201124330,,4168,31,6,58,21,113,32,240,66,3726,1132,17,Sexy,Red,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,,,,
234,swtop04200109802,,4168,31,6,58,21,113,32,240,66,3726,1132,17,Elegant,White,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Tie Back",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Lace Up Back Crop Bustier Tube Top,14.0,,,,
235,swtop23200820768,,4168,31,6,58,21,113,32,240,66,3726,1132,18,Sexy,Khaki,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Lace-Up Bustier Cropped Tube Top,15.0,,,,
236,swtop23200820164,,4168,31,6,58,21,113,32,4168,1252,3726,1132,17,Sexy,Black,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Grommet Lace-up Back Bustier Tube Top,14.0,,,,
237,swtop23201015297,,4168,31,6,58,21,113,32,240,66,3726,1132,17,Sexy,Navy Blue,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,,,,
238,swtop23201015624,,4168,31,6,58,21,113,32,240,66,3726,1132,17,Sexy,Coffee Brown,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,,,,
239,swsweatsh07201028678,,9460,12,2,31,3,105,21,324,60,8989,1772,24,Casual,Coffee Brown,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Fall/Winter,"38% Cotton, 62% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,SHEIN Drop Shoulder Zipper Up Hooded Sweatshirt,19.99,,,,
