,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Placket,Hem Shaped,Top Type,Belt,Arabian Clothing,Care Instructions
725,swskirt01210106994,Corduroy High-Rise Split Skirt,8.0,4352,62,15,58,16,166,59,255,84,3813,1408,9,Casual,Khaki,Plain,Short,A Line,,,,,"Split, Zipper",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,Natural,,,,,,,,,,,
726,swskirt01200821402,Corduroy High-Rise Mini Skirt,8.0,4352,62,15,58,16,166,59,255,84,3813,1408,9,Casual,Brown,Plain,Mini,A Line,,,,,"Split, Zipper",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,Natural,,,,,,,,,,,
727,swskirt01200930747,Corduroy Slit Hem Zip Back Skirt,5.99,4352,62,15,58,16,166,59,255,84,3813,1408,7,Casual,Navy Blue,Plain,Mini,A Line,,,,,"Split, Zipper",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,Natural,,,,,,,,,,,
728,swskirt01200930990,Corduroy Slit Hem Zip Back Skirt,8.0,4352,62,15,58,16,166,59,255,84,3813,1408,9,Casual,Black,Plain,Mini,A Line,,,,,"Split, Zipper",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,Natural,,,,,,,,,,,
729,swskirt01200930472,Corduroy Slit Hem Zip Back Skirt,5.99,4356,62,15,58,16,166,59,255,84,4,1412,7,Casual,Dark Grey,Plain,Mini,A Line,,,,,"Split, Zipper",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,Natural,,,,,,,,,,,
730,swskirt01201013213,Split Hem Zipper Back Corduroy Skirt,8.0,4352,62,15,58,16,166,59,255,84,3813,1408,9,Casual,Khaki,Plain,Mini,A Line,,,,,"Split, Zipper",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,Natural,,,,,,,,,,,
731,swtee07200901221,SHEIN Lettuce Edge Rib-knit Tee,2.99,3887,49,5,75,20,157,49,247,80,3359,983,3,Casual,"Red, Bright",Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
732,swtee07200806458,SHEIN Lettuce Trim Rib-knit Tee,4.99,3887,49,5,75,20,157,49,247,80,3359,983,6,Casual,Light Grey,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
733,swtee07200901867,SHEIN Mock Neck Lettuce Edge Rib-knit Tee,3.99,3887,49,5,75,20,157,49,247,80,3359,983,4,Casual,Khaki,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
734,swtee07200901576,SHEIN Mock Neck Lettuce Edge Rib-knit Tee,4.99,3887,49,5,75,20,157,49,247,80,3359,983,6,Casual,Mint Green,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
735,swtee07200902701,SHEIN Lettuce Trim Rib-knit Tee,4.99,3887,49,5,75,20,157,49,247,80,3359,983,6,Casual,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
736,swtee07200902381,SHEIN Mock Neck Lettuce Edge Rib-knit Tee,2.99,3887,49,5,75,20,157,49,247,80,3359,983,3,Casual,Dark Grey,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
737,swouter02200924632,Plaid Button Through Oversized Coat,26.0,987,2,0,1,0,16,3,36,7,932,282,31,Preppy,Multicolor,Plaid,Regular,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Spring/Fall,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Oversized,,,,,,,,Single Breasted,,,,,
738,swouter02201021460,Plaid Button Through Oversized Coat,26.0,987,2,0,1,0,16,3,36,7,0,0,31,Preppy,Multicolor,Plaid,Regular,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Spring/Fall,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Oversized,,,,,,,,Single Breasted,,,,,
739,swtee07200826860,SHEIN Ribbed Form-Fitting Long Sleeve Tee,3.99,10000,0,0,0,0,0,0,0,0,9999,4455,4,Basics,White,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
740,swtee07200916216,SHEIN Solid Rib-knit Tee,4.99,10000,0,0,0,0,0,0,0,0,9999,4455,6,Casual,"Red, Bright",Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
741,swtee07200916821,SHEIN Rib-knit Solid Form Fitted Tee,4.99,10000,0,0,0,0,0,0,0,0,9999,4455,6,"Elegant, Basics",Grey,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
742,swtee07200916399,SHEIN Rib-knit Solid Tee,3.99,10000,0,0,0,0,0,0,0,0,9999,4455,4,Casual,Black,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
743,swtee07200923714,SHEIN Solid Rib-knit Slim Tee,4.99,10000,0,0,0,0,0,0,0,0,9999,4455,6,Casual,Burgundy,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
744,swtee07200923086,SHEIN Solid Rib-knit Tee,4.99,10000,0,0,0,0,0,0,0,0,9999,4455,6,Basics,Navy Blue,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
745,swsweater07200724454,SHEIN V-neck Fuzzy Crop Sweater,17.0,4225,26,5,38,8,155,35,360,89,3648,901,20,Casual,White,Plain,Crop,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,"70% Acrylic, 30% Nylon",Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
746,swsweater07201015529,SHEIN V-neck Fuzzy Crop Sweater,17.0,4225,26,5,38,8,155,35,360,89,3648,901,20,Casual,Black,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"70% Acrylic, 30% Nylon",Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
747,swsweater07201015188,SHEIN V-neck Fuzzy Crop Sweater,17.0,4225,26,5,38,8,155,35,360,89,3648,901,20,Casual,Coral Pink,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"70% Acrylic, 30% Nylon",Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,No,,
748,swsweatsh04200908685,Drop Shoulder Letter Graphic Pullover,12.99,4635,53,4,77,10,243,49,392,96,3870,953,15,Casual,Dark Green,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
749,swsweatsh04200730119,Drop Shoulder Letter Graphic Sweatshirt,12.99,4635,53,4,77,10,243,49,392,96,3870,953,15,Casual,Black,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
750,swsweatsh04200916738,Drop Shoulder Letter Graphic Pullover,12.99,4635,53,4,77,10,243,49,392,96,3870,953,15,Casual,Green,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
751,swsweatsh04201231862,Letter Graphic Sweatshirt,12.99,4635,53,4,77,10,243,49,392,96,3870,953,15,Casual,Dark Green,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
752,swsweatsh04201231502,Letter Graphic Sweatshirt,12.99,4635,53,4,77,10,243,49,392,96,3870,953,15,Casual,Brown,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
753,swtee07200824813,SHEIN BASICS V-Neck Crop Top,5.99,9645,32,6,64,13,198,45,540,121,8811,1855,7,Casual,Black,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
754,swtee07200817707,SHEIN BASICS V-Neck Crop Top,5.99,9645,32,6,64,13,198,45,540,121,8811,1855,7,Casual,Dark Grey,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
755,swtee07200824477,SHEIN BASICS V-Neck Fitted Crop Top,5.99,9645,32,6,64,13,198,45,540,121,8811,1855,7,"Casual, Basics",White,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
756,swtee07200824802,SHEIN BASICS Solid Crop Top,5.99,9645,32,6,64,13,198,45,540,121,8811,1855,7,Casual,"Yellow, Bright",Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
757,swtee07200824247,SHEIN BASICS Solid Crop Top,5.99,9645,32,6,64,13,198,45,540,121,8811,1855,7,Casual,Apricot,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
758,swtee07200824655,SHEIN BASICS V-Neck Fitted Crop Top,7.99,9645,32,6,64,13,198,45,540,121,8811,1855,9,"Casual, Basics",Grey,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
759,swpants07201007992,SHEIN Split Hem Ribbed Flare Leg Pants,12.0,198,2,0,3,0,7,0,16,7,170,37,14,Elegant,Grey,Plain,Long,Flare Leg,,,,,"Split, Rib-Knit",Spring/Summer/Fall,"5% Spandex, 25% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
760,swpants07201201959,SHEIN Split Hem Ribbed Flare Leg Pants,7.49,198,2,0,3,0,7,0,16,7,170,37,9,Elegant,Redwood,Plain,Long,Flare Leg,,,,,"Split, Rib-Knit",Spring/Summer/Fall,"5% Spandex, 25% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
761,swpants07201201236,SHEIN Split Hem Ribbed Flare Leg Pants,12.0,198,2,0,3,0,7,0,16,7,170,37,14,Elegant,Black,Plain,Long,Flare Leg,,,,,"Split, Rib-Knit",Spring/Summer/Fall,"5% Spandex, 25% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
762,swsweatsh07200910253,SHEIN Button Half Placket Colorblock Pullover,14.99,3056,5,0,12,3,42,6,161,40,2837,711,18,Casual,Multicolor,Colorblock,Crop,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Oversized,,,,,,,,,,,,,
763,swsweatsh07200807978,SHEIN Button Half Placket Colorblock Pullover,13.0,3056,5,0,12,3,42,6,161,40,2837,711,15,Casual,Multicolor,Colorblock,Crop,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
764,swsweatsh07200909471,SHEIN Button Half Placket Colorblock Pullover,14.99,3056,5,0,12,3,42,6,161,40,2837,711,18,Casual,Multicolor,Colorblock,Crop,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
765,swsweatsh07200909726,SHEIN Button Half Placket Colorblock Pullover,14.99,3056,5,0,12,3,42,6,161,40,2837,711,18,Casual,Black and White,Colorblock,Crop,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Oversized,,,,,,,,,,,,,
766,swsweatsh07200910170,SHEIN Button Half Placket Colorblock Pullover,14.99,3056,5,0,12,3,42,6,161,40,2837,711,18,Casual,Multicolor,Colorblock,Crop,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
767,swsweatsh07201228090,SHEIN Button Half Placket Colorblock Pullover,17.99,3056,5,0,12,3,42,6,161,40,2837,711,21,Casual,Multicolor,Colorblock,Crop,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
768,swpants23200922888,Solid Flared Leg Ribbed Pants,12.0,1431,7,1,16,4,46,10,112,26,1251,322,14,Casual,Khaki,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
769,swpants23201014914,Solid Flared Leg Ribbed Pants,13.0,1431,7,1,16,4,46,10,112,26,1251,322,15,Casual,Black,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
770,swtwop07200903800,SHEIN Drop Shoulder Solid Pullover & Sweatpants Set,23.0,7512,89,30,104,28,218,66,347,118,6754,2064,27,Sporty,Mocha Brown,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Knot, Pocket",Spring/Fall,"54% Cotton, 46% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
771,swtwop07200923152,SHEIN Drop Shoulder Solid Pullover & Sweatpants Set,23.0,7512,89,30,104,28,218,66,347,118,6754,2064,27,Sporty,Black,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Knot, Pocket",Spring/Fall,"54% Cotton, 46% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
772,swtwop07200923434,SHEIN Drop Shoulder Solid Pullover & Sweatpants Set,24.0,7512,89,30,104,28,218,66,347,118,6754,2064,29,Sporty,Maroon,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Knot, Pocket",Spring/Fall,"54% Cotton, 46% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
773,swtwop07200924053,SHEIN Drop Shoulder Solid Pullover & Sweatpants Set,20.0,7512,89,30,104,28,218,66,347,118,6754,2064,24,Sporty,Blue,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Knot, Pocket",Spring/Fall,"54% Cotton, 46% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
774,swtwop07200924382,SHEIN Drop Shoulder Solid Pullover & Sweatpants Set,23.0,7512,89,30,104,28,218,66,347,118,6754,2064,27,Sporty,Mint Green,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Knot, Pocket",Spring,"54% Cotton, 46% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
775,swtwop07201016431,SHEIN Drop Shoulder Solid Pullover & Sweatpants Set,21.0,7512,89,30,104,28,218,66,347,118,6754,2064,25,Sporty,Khaki,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Knot, Pocket",Spring/Fall,"54% Cotton, 46% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Sweatshirt,,,
776,swtee07200909280,SHEIN Stand Collar Slim Tee,3.99,1219,9,3,23,3,48,12,111,35,1031,292,4,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"34% Rayon, 4% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
777,swtee07201014226,SHEIN Stand Collar Slim Tee,4.49,1219,9,3,23,3,48,12,111,35,1031,292,5,Casual,Chocolate Brown,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
778,swtee07201014720,SHEIN Stand Collar Slim Tee,4.49,1225,9,3,23,3,48,12,111,35,6,298,5,Casual,Khaki,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
779,swpants07200513242,SHEIN Zebra Striped Print Flare Pants,14.0,8143,36,8,73,11,325,80,756,218,6953,1923,17,Elegant,Black and White,Zebra Stripe,Long,Flare Leg,,,,,Zipper,Spring/Summer/Fall,"6% Spandex, 94% Polyester",Polyester,Slight Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,,
780,swblazer07200808371,SHEIN Lapel Neck Double-breasted Blazer Dress,25.0,1189,8,1,15,2,45,6,70,17,1053,299,30,Elegant,Black,Plain,Long,Dress,Lapel,Long Sleeve,Regular Sleeve,,Double Button,Spring/Fall,"95% Polyester, 5% Spandex",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Double Breasted,,,,,
781,swblazer07201103044,SHEIN Lapel Neck Solid Blazer Dress,16.99,1189,8,1,15,2,45,6,70,17,1053,299,20,Elegant,Apricot,Plain,Long,Dress,Lapel,Long Sleeve,Regular Sleeve,,Double Button,Spring/Fall,"95% Polyester, 5% Spandex",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Single Breasted,,,No,,
782,swblazer07201103354,SHEIN Lapel Neck Solid Blazer Dress,16.49,1189,8,1,15,2,45,6,70,17,1053,299,20,Elegant,Dusty Pink,Plain,Long,Dress,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Spring/Fall,"95% Polyester, 5% Spandex",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Single Breasted,,,No,,
783,swblazer07201103257,SHEIN Lapel Neck Solid Blazer,25.0,1189,8,1,15,2,45,6,1189,325,1053,299,30,Elegant,Burgundy,Plain,Long,Dress,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Spring/Fall,"95% Polyester, 5% Spandex",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Double Breasted,,,No,,
784,swpants44201215644,Solid High waist Flare Leg Pants,9.0,0,0,0,0,0,0,0,0,0,0,0,10,Casual,Black,Plain,Long,Flare Leg,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
785,swpants03200807565,Butterfly And Lightning Print Pants,13.0,1248,32,6,49,4,86,18,90,18,991,211,15,,Black,"Graphic, Animal",Long,,,,,,Pocket,,"97% Polyester, 3% Spandex",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
786,swpants23201113406,Butterfly And Lightning Print Sweatpants,13.0,1248,32,6,49,4,86,18,90,18,991,211,15,,Black,"Graphic, Animal",Cropped,,,,,,Pocket,All,"97% Polyester, 3% Spandex",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
787,swtop07200518433,SHEIN Zipper Back Satin Tube Top,11.0,5162,71,12,117,23,242,61,315,87,4419,1220,13,Glamorous,Black,Plain,Crop,,Strapless,Sleeveless,,Placket,"Asymmetrical, Zipper",All,100% Polyester,Satin,Non-Stretch,No,Slim Fit,,,,,,,,,Asymmetrical,,,,
788,swtop07200219345,SHEIN Satin Tube Top,11.0,5162,71,12,117,23,242,61,315,87,4419,1220,13,Glamorous,White,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Backless, Zipper",Summer,100% Polyester,Satin,Non-Stretch,No,Slim Fit,,,,,,,,,,,,,
789,swtee07201202628,SHEIN Mock-Neck Houndstooth Top,3.99,5,0,0,0,0,0,0,0,0,5,0,4,Elegant,Black and White,Houndstooth,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
790,swtee23201023033,Tie Backless Crop Tee,5.99,2,0,0,0,0,0,0,0,0,2,0,7,Sexy,White,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
791,swskirt23201219175,Split Side Rib-knit Bodycon Skirt,12.0,6,0,0,0,0,0,0,3,0,4,0,14,Casual,Watermelon Pink,Plain,Long,Bodycon,,,,,Split Thigh,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,,
792,swdress07200815075,SHEIN Frill Trim Strap Knot Front Ruched Bust Dress,8.0,3826,41,8,64,13,155,45,175,45,3391,781,9,Boho,Lilac Purple,Plain,Short,Bodycon,Straps,,,,"Frill, Knot, Ruched Bust",Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
793,swdress07200909066,SHEIN Frill Trim Strap Knot Front Ruched Bust Dress,8.0,3826,41,8,64,13,155,45,175,45,3391,781,9,Boho,Burgundy,Plain,Short,Bodycon,Straps,Sleeveless,,,"Frill, Knot, Ruched Bust",Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
794,swdress07200909184,SHEIN Frill Trim Strap Knot Front Ruched Bust Dress,8.0,3826,41,8,64,13,155,45,175,45,3391,781,9,Boho,Black,Plain,Short,Bodycon,Straps,Sleeveless,,,"Frill, Knot, Ruched Bust",Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
795,swdress07200909343,SHEIN Frill Trim Strap Knot Front Ruched Bust Dress,8.0,3826,41,8,64,13,155,45,175,45,3391,781,9,Boho,Dusty Purple,Plain,Short,Bodycon,Straps,Sleeveless,,,"Frill, Knot, Ruched Bust",Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
796,swdress07201109505,SHEIN Frill Trim Ruched Bust Tie Front Waffle Knit Dress,6.0,3826,41,8,64,13,155,45,175,45,3391,781,7,Cute,Dusty Blue,Plain,Short,Bodycon,Square Neck,Sleeveless,,,"Ruffle, Ruched, Tie Front",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
797,swdress07201109357,SHEIN Frill Trim Ruched Bust Tie Front Waffle Knit Dress,6.0,3826,41,8,64,13,155,45,175,45,3391,781,7,Cute,Dark Grey,Plain,Short,Bodycon,Sweetheart,Sleeveless,,,"Ruffle, Ruched, Tie Front",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
798,swvest23201028623,Two Tone Lace Up Front Tank Top,8.0,12,0,0,0,0,0,0,0,0,12,0,9,Sexy,Blue and White,Colorblock,Crop,Tank,Round Neck,,,,"Lace Up, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
799,swtee23200721316,Solid Drawstring Side Crop Tee,7.99,10000,0,0,0,0,0,0,0,0,9999,3538,9,Casual,Navy Blue,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Drawstring,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
800,swtee01200504009,Drawstring Ruched Solid Crop Tee,7.99,10000,0,0,0,0,0,0,0,0,9999,3538,9,Casual,Black,Plain,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched",Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
801,swtee23200615951,Drawstring Side Solid Crop Tee,7.99,10000,0,0,0,0,0,0,0,0,9999,3538,9,Casual,Maroon,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Drawstring,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
802,swtee23200618049,Drawstring Side Solid Tee,7.99,10000,0,0,0,0,0,0,0,0,9999,3538,9,Casual,Baby Pink,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Drawstring,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
803,swtee23200618360,Solid Drawstring Side Crop Tee,7.99,10000,0,0,0,0,0,0,0,0,9999,3538,9,Casual,White,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Drawstring,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
