,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,Arabian Clothing
157,swdress07200812940,,5424,37,9,53,14,131,49,236,75,4968,1862,15,Elegant,Black,Plain,Short,Bodycon,Round Neck,Long Sleeve,Regular Sleeve,,"Ruched, Drawstring",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Drawstring Ruched Bodycon Dress,13.0,,,Pencil,,
158,swdress07200630573,,5424,37,9,0,0,131,49,236,75,4968,1862,17,Casual,"Pastel, Mint Green",Plain,Short,Bodycon,Round Neck,Long Sleeve,Regular Sleeve,,"Ruched, Drawstring, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Ruched Drawstring Side Rib-knit Dress,14.0,,,Pencil,,
159,swdress07200902946,,5424,37,9,53,14,131,49,236,75,4968,1862,17,Casual,Dusty Pink,Plain,Short,Bodycon,Round Neck,Long Sleeve,Regular Sleeve,,"Ruched, Drawstring, Rib-Knit",Spring,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Drawstring Ruched Side Rib-knit Dress,14.0,,,Pencil,,
160,swdress07200902885,,5424,37,9,53,14,131,49,236,75,4968,1862,17,Casual,Khaki,Plain,Short,Bodycon,Round Neck,Long Sleeve,Regular Sleeve,,"Ruched, Drawstring, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Drawstring Ruched Side Rib-knit Dress,14.0,,,Pencil,,
161,swbodysui07200923105,,1285,0,0,3,0,7,3,16,8,1259,456,7,Sexy,Black,Floral,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,Sheer,Spring/Summer,"5% Spandex, 95% Polyester",Mesh,Slight Stretch,Yes,Skinny,,Natural,,,,,,SHEIN Mock Neck Flocked Floral Mesh Sheer Bodysuit,6.0,,,,,
162,swblouse23201021788,,397,3,0,8,4,11,2,29,6,349,73,17,Casual,Black,Plain,Regular,Shirt,V neck,Long Sleeve,Puff Sleeve,Placket,"Contrast Lace, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Contrast Guipure Lace Button Front Puff Sleeve Blouse,14.0,,,,,
163,swblouse23201116538,,397,3,0,8,4,11,2,29,6,349,73,17,Elegant,Royal Blue,Plain,Regular,Shirt,V neck,Long Sleeve,Bishop Sleeve,Placket,"Contrast Lace, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Contrast Lace Button Front Bishop Sleeve Blouse,14.0,,,,,
164,swblouse23201116468,,397,3,0,8,4,11,2,29,6,349,73,17,Elegant,Burgundy,Plain,Regular,Shirt,V neck,Long Sleeve,Puff Sleeve,Placket,"Contrast Lace, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Contrast Guipure Lace Button Front Puff Sleeve Blouse,14.0,,,,,
165,swdress23201020280,,397,3,0,2,0,8,2,14,4,371,57,17,Casual,Black,Chain Print,Short,Tunic,Round Neck,Long Sleeve,Flounce Sleeve,,Ruffle,Spring/Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Chain Print Flounce Sleeve Dress,14.0,,,Straight,,
166,swdress23201118707,,397,3,0,2,0,8,2,14,4,371,57,10,Casual,Army Green,"Colorblock, Chain Print",Short,Tee,Round Neck,Long Sleeve,Flounce Sleeve,,Ruffle,Spring/Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Chain Print Flounce Sleeve Dress,9.0,,,Straight,,
167,swdress23201118774,,397,3,0,2,0,0,0,0,0,371,57,12,Casual,Brown,Chain Print,Short,Tunic,Round Neck,Long Sleeve,Flounce Sleeve,,Ruffle,Spring/Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Chain Print Flounce Sleeve Dress,10.0,,,Straight,,
168,swjacket07200922031,,73,2,0,0,0,1,0,3,0,67,11,31,Casual,Black,Plain,Regular,Other,Hooded,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Single Breasted Shearling Lined Jacket,26.0,Single Breasted,,,,
169,swtwop07201024032,,169,4,0,8,2,8,1,0,0,145,23,15,Sporty,Black,Plain,,,Round Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"8% Spandex, 92% Polyester",Polyester,Non-Stretch,No,Slim Fit,,,,,,,Leggings,SHEIN Solid Crop Tee & Leggings Set,13.0,,,,Tee,
170,swtee07201214782,,0,0,0,0,0,0,0,0,0,0,0,4,Casual,Black,Plain,Crop,,Off the Shoulder,Long Sleeve,Regular Sleeve,Pullovers,Ruched,Spring/Summer,"5% Spandex, 95% Organza",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Off Shoulder Ruched Front Crop Top,3.99,,,,,
171,swdress07201020456,,1768,6,0,5,1,17,7,57,18,1683,489,13,Elegant,Black,Plain,Mini,Bodycon,Stand Collar,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Stand Collar Bodycon Dress,11.0,,,Pencil,,
172,swdress07200921137,,1768,6,0,5,1,17,7,57,18,1683,489,13,Elegant,Chocolate Brown,Plain,Mini,Bodycon,Stand Collar,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Mock Neck Rib-knit Bodycon Dress,11.0,,,Pencil,,
173,swdress07201020933,,1768,6,0,5,1,17,7,57,18,1683,489,13,Elegant,Redwood,Plain,Mini,Bodycon,Stand Collar,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Mock Neck Rib-knit Bodycon Dress,11.0,,,Pencil,,
174,swdress07201218071,,1768,6,0,5,1,17,7,57,18,1683,489,14,Elegant,Apricot,Plain,Mini,Bodycon,Stand Collar,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Mock Neck Rib-knit Bodycon Dress,12.0,,,Pencil,,
175,swouter04200921462,,149,0,0,0,0,3,0,12,3,134,28,23,Casual,Black and White,Gingham,Short,Teddy,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Flannel,Non-Stretch,No,Regular Fit,,,,,,,,Button Front Gingham Teddy Coat,19.0,Single Breasted,,,,
176,swblouse02201022214,,503,12,4,7,1,23,5,32,8,429,92,31,Casual,Black and White,Colorblock,,,Collar,Long Sleeve,Drop Shoulder,,Button,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Oversized Tunic Blouse & Vest,26.0,,,,,
177,swblouse02201119564,,503,12,4,7,1,23,5,32,8,429,92,31,Casual,Multicolor,Colorblock,,,Collar,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Oversized Blouse & Asymmetrical Knit Top,26.0,,,,Tunic,
178,swtwop02201124221,,503,12,4,7,1,23,5,32,8,429,92,31,Casual,Multicolor,Colorblock,,,Collar,Long Sleeve,Drop Shoulder,,"Asymmetrical, Button Front",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Oversized Blouse & Asymmetrical Knit Top,26.0,,,,Blouse,
179,swtwop02201124678,,503,12,4,7,1,23,5,32,8,429,92,31,Casual,Multicolor,Colorblock,,,Collar,Long Sleeve,Drop Shoulder,,"Button, Button Front",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Oversized Blouse & Asymmetrical Knit Top,26.0,,,,Tunic,
180,swskirt07200918099,,1165,11,2,12,2,34,11,69,27,1039,334,10,Elegant,Black and White,Plaid,Mini,Straight,,,,,"Button, Zipper",Fall/Winter,100% Polyester,Tweed,Non-Stretch,No,,,High Waist,,,,,,SHEIN High Waist Plaid Tweed Skirt,9.0,,,,,
181,swskirt07201104086,,1165,11,2,12,2,34,11,69,27,1039,334,10,Elegant,Black,Plaid,Mini,Straight,,,,,"Button, Zipper",Fall/Winter,100% Polyester,Tweed,Non-Stretch,No,,,High Waist,,,,,,SHEIN High Waist Plaid Tweed Skirt,9.0,,,,,
182,swblouse44201015259,,6577,65,11,101,16,254,53,506,129,5654,1490,13,Boho,Mint Green,Plain,Crop,Top,Sweetheart,Long Sleeve,Bishop Sleeve,Pullovers,"Frill, Ruched Bust",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,Swiss Dot Ruched Bust Crop Blouse,11.0,,,,,
183,swblouse44200731648,,6577,65,11,101,16,254,53,506,129,5654,1490,13,Casual,White,Plain,Crop,Top,Sweetheart,Long Sleeve,Bishop Sleeve,Pullovers,"Frill, Ruched Bust",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,Clip Dot Sheer Bishop Sleeve Crop Top,11.0,,,,,
184,swblouse44200910970,,6577,65,11,101,16,254,53,506,129,5654,1490,13,Boho,Dusty Purple,Plain,Crop,Top,Sweetheart,Long Sleeve,Bishop Sleeve,Pullovers,"Frill, Ruched Bust",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,Swiss Dot Ruched Bust Crop Blouse,11.0,,,,,
185,swblouse44200910330,,6577,65,11,101,16,254,53,506,129,5654,1490,13,Boho,Baby Blue,Plain,Crop,Top,Sweetheart,Long Sleeve,Bishop Sleeve,Pullovers,"Frill, Ruched Bust",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,Swiss Dot Ruched Bust Crop Blouse,11.0,,,,,
186,swblouse44200910749,,6577,65,11,101,16,254,53,506,129,5654,1490,13,Boho,Black,Plain,Crop,Top,Sweetheart,Long Sleeve,Bishop Sleeve,Pullovers,"Frill, Ruched Bust",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,Swiss Dot Ruched Bust Crop Blouse,11.0,,,,,
187,swblouse44200914965,,6577,65,11,101,16,254,53,506,129,5654,1490,13,Elegant,Yellow,Plain,Crop,Top,Sweetheart,Long Sleeve,Bishop Sleeve,Pullovers,"Frill, Ruched Bust",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,Swiss Dot Bishop Sleeve Crop Blouse,11.0,,,,,
188,swtee07201012908,,452,13,7,9,4,24,7,27,4,380,103,7,Elegant,Black,Plain,Regular,,Square Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Square Neck Form Fitted Top,5.99,,,,,
189,swtee07200810393,,452,13,7,9,4,24,7,27,4,380,103,8,Casual,White,Plain,Regular,,Square Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Square Neck Form Fitted Top,6.99,,,,,
190,swtee07201012166,,452,13,7,9,4,24,7,27,4,380,103,4,Elegant,Burgundy,Plain,Regular,,Square Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Square Neck Form Fitted Top,3.99,,,,,
191,swdress07200928639,,4791,21,7,36,9,87,18,210,68,4437,1451,7,Elegant,Multicolor,Tartan,Short,Cami,Spaghetti Strap,Sleeveless,,,Split,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Split Hem Tartan Bodycon Dress,6.0,,,Slit,,
192,swdress07201105498,,4791,21,7,36,9,87,18,210,68,4437,1451,7,Elegant,Multicolor,Tartan,Short,Bodycon,Spaghetti Strap,Sleeveless,,,Split,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Split Hem Tartan Bodycon Dress,6.0,,,Pencil,,
193,swtee04200728108,,962,6,1,4,0,10,1,48,11,895,220,9,Casual,Black,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
194,swtee04201028262,,962,6,1,0,0,10,1,48,11,895,220,9,Casual,Chocolate Brown,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
195,swtee04201028675,,962,6,1,4,0,10,1,48,11,895,220,9,Casual,White,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
196,swtee04201028767,,962,6,1,4,0,10,1,48,11,895,220,9,Casual,Burgundy,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
197,swtee04201028431,,962,6,1,0,0,10,1,48,11,895,220,9,Elegant,Baby Blue,Letter,Crop,,High Neck,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
198,swtee04201028453,,962,6,1,4,0,10,1,48,11,895,220,9,Casual,Khaki,Letter,Crop,,Polo,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
199,swtop07201019995,,457,2,0,3,0,14,3,17,2,423,119,6,Sexy,Multicolor,Snakeskin Print,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"6% Spandex, 94% Polyester",Mesh,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Mock Neck Snakeskin Print Mesh Crop Top,5.0,,,,,
200,swtop07201207630,,457,2,0,3,0,14,3,17,2,423,119,6,Sexy,Multicolor,Snakeskin Print,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"6% Spandex, 94% Polyester",Mesh,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Mock Neck Snakeskin Print Mesh Crop Top,5.0,,,,,
201,swtee03200727272,,10000,0,0,0,0,0,0,0,0,9999,3145,15,Casual,Khaki,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Letter Graphic Drop Shoulder Longline Tee,12.99,,,,,
202,swtee03200824450,,10000,0,0,0,0,0,0,0,0,9999,3145,15,Casual,White,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Los Angeles Graphic Oversized Tee,12.99,,,,,
203,swtee23200826156,,10000,0,0,0,0,0,0,0,0,9999,3145,15,Casual,Black,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Los Angeles Graphic Oversized Tee,12.99,,,,,
204,swtee23201012562,,10000,0,0,0,0,0,0,0,0,9999,3145,18,Casual,Dark Green,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Letter Graphic Drop Shoulder Longline Tee,14.99,,,,,
205,swtee23201012837,,10000,0,0,0,0,0,0,0,0,9999,3145,18,Casual,Navy Blue,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Letter Graphic Drop Shoulder Longline Tee,14.99,,,,,
206,swtee23201012194,,10000,0,0,0,0,0,0,0,0,9999,3145,18,Casual,Maroon,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Letter Graphic Drop Shoulder Longline Tee,14.99,,,,,
207,swvest23201009589,,1142,11,1,15,1,39,7,52,17,1025,194,8,Casual,Black,Plain,Crop,Cami,Straps,,,,Zipper,Spring/Fall,"10% Spandex, 90% Polyester",PU Leather,Non-Stretch,No,Slim Fit,,,,,,,,PU Leather Cami Top Without Blouse,7.0,,,,,
208,swvest23201208872,,1142,11,1,15,1,39,7,52,17,1025,194,8,Casual,Chocolate Brown,Plain,Crop,Cami,Straps,,,,Zipper,Spring/Fall,"10% Spandex, 90% Polyester",PU Leather,Non-Stretch,No,Slim Fit,,,,,,,,PU Leather Cami Top Without Blouse,7.0,,,,,
209,swouter01200923570,,2128,40,12,52,13,146,40,176,52,1716,510,15,Casual,Beige,Plain,Short,Teddy,Lapel,Long Sleeve,Drop Shoulder,,Double Button,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,Yes,,,,Solid Double Breasted Teddy Coat,13.0,Double Breasted,,,,
210,swouter01201014462,,2128,40,12,52,13,146,40,176,52,1716,510,21,Casual,Burgundy,Plain,Short,Teddy,Lapel,Long Sleeve,Drop Shoulder,,Double Button,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,Yes,,,,Solid Double Breasted Teddy Coat,18.0,Double Breasted,,,,
211,swouter01201014431,,2128,40,12,52,13,146,40,176,52,1716,510,20,Casual,Light Grey,Plain,Short,Teddy,Lapel,Long Sleeve,Drop Shoulder,,Double Button,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,Yes,,,,Solid Double Breasted Teddy Coat,17.0,Double Breasted,,,,
212,swouter01201031695,,2128,40,12,52,13,146,40,176,52,1716,510,20,Casual,Black,Plain,Short,Teddy,Lapel,Long Sleeve,Drop Shoulder,,Double Button,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,Yes,,,,Solid Double Breasted Teddy Coat,17.0,Double Breasted,,,,
213,swouter01201109587,,2128,40,12,52,13,146,40,176,52,1716,510,15,Casual,Coffee Brown,Plain,Short,Teddy,Lapel,Long Sleeve,Drop Shoulder,,Double Button,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,Yes,,,,Solid Double Breasted Teddy Coat,13.0,Double Breasted,,,,
214,swouter01201109707,,2128,40,12,52,13,146,40,176,52,1716,510,13,Casual,Baby Pink,Plain,Short,Teddy,Lapel,Long Sleeve,Drop Shoulder,,Double Button,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,Yes,,,,Solid Double Breasted Teddy Coat,11.49,Double Breasted,,,,
215,swdress03200929647,,1137,10,2,24,3,46,7,117,24,942,181,20,Casual,Grey,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Turtle Neck Ribbed Knit Sweater Dress Without Belt,17.0,,,,,
216,swdress03201105789,,1137,10,2,24,3,46,7,117,24,942,181,20,Casual,Apricot,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Turtleneck Ribbed Knit Sweater Dress Without Belt,17.0,,,,,
217,swdress03201105587,,1137,10,2,24,3,46,7,117,24,942,181,20,Casual,Baby Blue,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Turtle Neck Ribbed Knit Sweater Dress Without Belt,17.0,,,,,
218,swdress03201105678,,1137,10,2,24,3,46,7,117,24,942,181,20,Casual,Black,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Turtle Neck Ribbed Knit Sweater Dress Without Belt,17.0,,,,,
219,swdress03201105971,,1137,10,2,24,3,46,7,117,24,942,181,20,Casual,Brown,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Turtle Neck Ribbed Knit Sweater Dress Without Belt,17.0,,,,,
220,swdress03201118040,,1137,10,2,24,3,46,7,117,24,942,181,20,Casual,Pink,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Turtle Neck Ribbed Knit Sweater Dress Without Belt,17.0,,,,,
221,swskirt07200831801,,2823,8,2,15,4,39,5,80,21,2681,793,12,Elegant,Black,Plain,Knee Length,Pencil,,,,,,Spring/Summer/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS High Waist Bodycon Skirt,10.0,,,,,
222,swskirt07200829467,,2823,8,2,15,4,39,5,80,21,2681,793,7,Elegant,Olive Green,Plain,Midi,Pencil,,,,,,Spring/Summer/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS High Waist Solid Pencil Skirt,5.99,,,,,
223,swskirt07200831229,,2823,8,2,15,4,39,5,80,21,2681,793,12,Elegant,Chocolate Brown,Plain,Midi,Bodycon,,,,,,Spring/Summer/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS Solid Pencil Skirt,10.0,,,,,
224,swskirt07200831908,,2823,8,2,15,4,39,5,80,21,2681,793,12,Casual,"Pastel, Mocha Brown",Plain,Midi,Pencil,,,,,,Spring/Summer/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS High Waist Pencil Skirt,10.0,,,,,
225,swskirt07200831636,,2823,0,0,15,4,39,5,80,21,2681,793,10,Casual,Light Grey,Plain,Midi,Pencil,,,,,,Spring/Summer/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS High Waist Pencil Skirt,9.0,,,,,
226,swskirt07200831468,,2823,8,2,15,4,39,5,80,21,2681,793,12,Elegant,Navy Blue,Plain,Knee Length,Pencil,,,,,,Spring/Summer/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS High Waist Bodycon Skirt,10.0,,,,,
227,swtee07201229209,,4,0,0,0,0,0,0,0,0,4,0,4,Sexy,Black,Plain,Crop,,Sweetheart,Short Sleeve,Regular Sleeve,Pullovers,"Drawstring, Rib-Knit, Ruched Bust",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Sweetheart Neck Drawstring Solid Tee,3.99,,,,,
228,swskirt07200925431,,561,2,0,5,0,11,5,54,6,490,101,13,Preppy,Black and White,Plaid,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN Zipper Side Plaid Pleated Skirt,11.0,,,,,
229,swsweatsh23200828630,,1260,8,0,21,5,59,10,96,18,1076,201,18,Casual,Black,Letter,Long,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Kangaroo Pocket Letter Graphic Drawstring Oversized Hoodie,14.99,,,,,
230,swsweatsh04200728008,,1260,8,0,21,5,59,10,96,18,1076,201,18,Casual,Grey,Letter,Long,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Letter Graphic Kangaroo Pocket Drawstring Oversized Hoodie,14.99,,,,,
231,swtee07200915209,,1805,4,0,0,0,0,0,43,18,1727,697,6,Elegant,Black and White,Houndstooth,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Houndstooth Gigot Sleeve Top,4.99,,,,,
232,swtee07201008551,,1805,4,0,7,1,27,9,43,18,1727,697,5,Elegant,Burgundy,Houndstooth,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Houndstooth Leg-of-mutton Sleeve Tee,4.49,,,,,
233,swtop23200821402,,10000,0,0,0,0,0,0,0,0,9999,8018,10,Casual,Lilac Purple,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Solid V-neck Sweater Vest,9.0,,,,,
234,swtop23200525731,,10000,0,0,0,0,0,0,0,0,9999,8018,10,Casual,White,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Summer,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,V-neck Classic Sweater Vest,9.0,,,,,
235,swtop23200803059,,10000,0,0,0,0,0,0,0,0,9999,8018,9,Casual,Black,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Solid Crop Sweater Vest,8.0,,,,,
236,swtop23200805465,,10000,0,0,0,0,0,0,0,0,9999,8018,9,Casual,Burgundy,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,V-neck Crop Sweater Vest,8.0,,,,,
237,swtop23200805651,,10000,0,0,0,0,0,0,9999,8013,9999,8018,10,Casual,Grey,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,V-neck Crop Sweater Vest,9.0,,,,,
