,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Placket,Belt,Top Type,Arabian Clothing
1109,swtop07201130785,,10,0,0,0,0,0,0,2,0,8,3,8,Sexy,Black,,Regular,,Stand Collar,Short Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"3% Spandex, 83% Nylon, 14% Lurex",Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,SHEIN Lettuce Trim Glitter Sheer Mesh Top Without Bra,7.0,,,,,
1110,swtwop04201021308,,14,0,0,0,0,1,0,0,0,13,0,16,Elegant,Black and White,Plaid,,,Collar,Long Sleeve,Regular Sleeve,,"Split, Button Front",Spring/Fall,100% Polyester,Tweed,Slight Stretch,No,Regular Fit,,,,,,,Skirt,Single Breasted Plaid Tweed Jacket & Skirt Set,13.49,,,,Jackets,
1111,swblouse42201208747,,156,2,1,2,0,3,0,6,0,143,12,17,Elegant,Black,Floral,Regular,Peplum,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Embroidery, Sheer, Ruffle Hem, Zipper",Spring/Summer,100% Polyester,Embroidery Mesh,Non-Stretch,Yes,Regular Fit,,,,,,,,Eilly Bazar Mock-neck Embroidered Mesh Peplum Top Without Tube,14.0,Flared,,,,
1112,swblouse42210109638,,156,2,1,2,0,3,0,6,0,143,12,17,Glamorous,White,Plain,Regular,Peplum,Stand Collar,Long Sleeve,Puff Sleeve,Pullovers,"Embroidery, Scallop, Sheer, Ruffle Hem, Zipper",All,100% Polyester,Embroidery Mesh,Non-Stretch,Yes,Regular Fit,,,,,,,,Eilly Bazar Mock Neck Sheer Embroidery Mesh Peplum Top Without Camisole,14.0,Flared,,,,
1113,swblouse42210109506,,156,2,1,2,0,3,0,6,0,143,12,17,Glamorous,Red,Plain,Regular,Peplum,Stand Collar,Long Sleeve,Puff Sleeve,Pullovers,"Embroidery, Scallop, Sheer, Ruffle Hem, Zipper",All,100% Polyester,Embroidery Mesh,Non-Stretch,Yes,Regular Fit,,,,,,,,Eilly Bazar Mock Neck Sheer Embroidery Mesh Peplum Top Without Camisole,14.0,Flared,,,,
1114,swblouse04201104916,,6,0,0,0,0,0,0,0,0,7,0,12,Casual,White,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"Belted, Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Belted Blouse,10.0,,,Yes,,
1115,swblouse07201022469,,18,0,0,0,0,1,0,1,0,17,2,9,Elegant,Black,Plain,Regular,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Satin Blouse,7.99,,,,,
1116,swtee07201106349,,202,0,0,3,1,1,0,10,1,188,25,9,Casual,Black,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Zip Front Thumb Hole Crop Tee,7.99,,,,,
1117,swtee07201207241,,202,0,0,3,1,1,0,10,1,188,25,6,Casual,Maroon,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,"Zipper, Rib-Knit",Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Zip Front Thumb Hole Crop Tee,5.49,,,,,
1118,swtee07201207547,,202,0,0,3,1,1,0,10,1,188,25,9,Casual,White,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Zip Front Thumb Hole Crop Tee,7.99,,,,,
1119,swvest07201231770,,0,0,0,0,0,0,0,0,0,0,0,3,Casual,Multicolor,Heart,Crop,Cami,Spaghetti Strap,,,,Lettuce Trim,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Heart Print Cami Top,3.0,,,,,
1120,swtee04200506819,,2681,5,1,6,1,50,15,131,39,2490,770,6,Sexy,White,"Figure, All Over Print",Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back",Summer,100% Polyester,Polyester,High Stretch,No,Slim Fit,,,,,,,,Tied Open Back Figure Crop Top,4.99,,,,,
1121,swdress42200423877,,2337,12,2,12,4,44,7,123,50,2147,636,19,Sexy,White,Plain,Mini,Bodycon,Off the Shoulder,Sleeveless,,,"Ruched, Zipper",Summer,"5% Spandex, 95% Polyester",Mesh,Slight Stretch,No,Slim Fit,,Natural,,,,,,Joyfunear Draped Off Shoulder Ruched Dress,16.0,Pencil,,,,
1122,swdress42200610158,,2337,12,2,12,4,44,7,123,50,2147,636,21,Sexy,Mocha Brown,Plain,Mini,Bodycon,Off the Shoulder,Sleeveless,,,"Ruched, Zipper",Summer,"5% Spandex, 95% Polyester",Mesh,Slight Stretch,No,Slim Fit,,Natural,,,,,,Joyfunear Off Shoulder Ruched Dress,18.0,Pencil,,,,
1123,swdress42200730231,,2337,12,2,12,4,44,7,123,50,2147,636,19,Sexy,Black,Plain,Mini,Bodycon,Off the Shoulder,Short Sleeve,,,"Ruched, Zipper",Summer,"5% Spandex, 95% Polyester",Mesh,Slight Stretch,No,Slim Fit,,Natural,,,,,,Joyfunear Off Shoulder Ruched Mesh Dress,16.0,Pencil,,,,
1124,swpants04201112680,,106,1,0,2,1,6,1,8,1,90,14,25,,Medium Wash,Plain,Long,"Wide Leg, Cargo Pants",,,,,"Split, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Patch Pocket Split Side Wide Leg Jeans,21.0,,,,,
1125,swtee07201114479,,58,0,0,0,0,0,0,0,0,58,6,9,Casual,Brown,,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Top,7.99,,,,,
1126,swtee07201209087,,58,0,0,0,0,0,0,0,0,58,6,9,Casual,Black,,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Top,7.99,,,,,
1127,swtee07201209931,,58,0,0,0,0,0,0,0,0,58,6,7,Casual,White,,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Crop Top,5.99,,,,,
1128,swblazer07200916100,,70,1,0,1,0,2,2,2,1,64,16,24,Elegant,Black,Plain,Long,Dress,Shawl Collar,Long Sleeve,Regular Sleeve,,"Asymmetrical, Double Button",Spring/Fall,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Shawl Collar Double Breasted Blazer Dress,20.0,Asymmetrical,Double Breasted,,,
1129,swtop02201015810,,9439,80,14,99,23,245,67,522,150,8496,2587,25,Casual,Black and White,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,V-neck Houndstooth Pattern Sweater Vest,21.0,,,,,
1130,swtop02200813952,,9439,80,14,99,23,245,67,522,150,8496,2587,27,Preppy,Multicolor,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,Contrast Binding,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Houndstooth Pattern Sweater Vest,23.0,,,,,
1131,swtop02200826674,,9439,80,14,99,23,245,67,522,150,8496,2587,25,Casual,Black and White,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Houndstooth V-Neck Oversized Sweater Vest,21.0,,,,,
1132,swtop02200826611,,9439,80,14,99,23,245,67,522,150,8496,2587,27,Casual,Blue and White,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Houndstooth V-neck Sweater Vest,23.0,,,,,
1133,swtop02200826104,,9439,80,14,99,23,245,67,522,150,8496,2587,27,Casual,Multicolor,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Houndstooth V-neck Sweater Vest,23.0,,,,,
1134,swtop02200909212,,9439,80,14,99,23,245,67,522,150,8496,2587,27,Casual,Multicolor,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Houndstooth V-neck Sweater Vest,23.0,,,,,
1135,swtee07201029125,,42,2,0,0,0,1,0,2,0,37,8,4,Casual,Black,,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Stitch Trim Crop Tee,4.0,,,,,
1136,swsweatsh07201008852,,62,0,0,0,0,5,3,4,0,53,5,18,Casual,Red and White,Striped,Regular,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Button Half Placket Striped Sweatshirt,14.99,,,,,
1137,swdress07201014634,,123,0,0,2,1,2,1,2,1,117,35,14,Elegant,Multicolor,Floral,Short,A Line,Stand Collar,Long Sleeve,Leg-of-mutton Sleeve,,"Cut Out, Button",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Keyhole Back Gigot Sleeve Floral Print Dress,12.0,Flared,,,,
1138,swdress07201201341,,123,0,0,2,1,2,1,2,1,117,35,15,Elegant,Yellow,Floral,Short,A Line,Stand Collar,Long Sleeve,Leg-of-mutton Sleeve,,"Cut Out, Button",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Keyhole Back Gigot Sleeve Floral Print Dress,13.0,Flared,,,,
1139,swdress07201201334,,123,0,0,2,1,2,1,2,1,117,35,15,Elegant,Rust Brown,Floral,Short,A Line,Stand Collar,Long Sleeve,Leg-of-mutton Sleeve,,"Cut Out, Button",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Keyhole Back Gigot Sleeve Floral Print Dress,13.0,Flared,,,,
1140,swsweatsh23201026850,,58,0,0,0,0,3,0,2,0,53,10,24,Casual,Multicolor,Leopard,Long,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,Drawstring,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,Leopard Teddy Drawstring Hoodie,19.99,,,,,
1141,swtwop07201014593,,28,0,0,0,0,2,0,1,0,28,1,18,Casual,"Pastel, Baby Pink",Letter,,,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Spring,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Letter Graphic Drop Shoulder Hoodie and Joggers Set,15.0,,,,Sweatshirt,Yes
1142,swsweatsh07200929785,,208,0,0,0,0,1,1,11,1,196,42,16,Casual,Multicolor,Gingham,Regular,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Pocket",Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Buffalo Plaid Teddy Hoodie,13.99,,,,,
1143,swvest07200928455,,616,1,0,3,1,11,3,20,2,581,124,6,Elegant,Multicolor,Leopard,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"7% Spandex, 93% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Detail Leopard Cami Top,5.0,,,,,
1144,swvest07201210051,,616,1,0,3,1,11,3,20,2,581,124,6,Elegant,Multicolor,Leopard,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"6% Spandex, 94% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Lace Detail Leopard Cami Top,5.0,,,,,
1145,swtee23201109629,,0,0,0,0,0,0,0,0,0,0,0,7,Elegant,Black,Animal,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Chinese Dragon Print Mock Neck Crop Tee,5.99,,,,,
1146,swleg07201102091,,9,0,0,0,0,0,0,1,0,9,2,6,Sexy,Black,Plants,Cropped,Regular,,,,,Sheer,Spring/Summer/Fall,"95% Polyester, 5% Spandex",Mesh,Slight Stretch,Yes,,,,,No,,,,SHEIN Botanical Pattern Sheer Mesh Leggings Without Panty,5.49,,,,,
1147,swpants00200729367,,189,4,0,1,0,7,3,11,3,166,25,21,,Dark Wash,Plain,Long,Skinny,,,,,"Button, Pocket",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,Drop Waist,,,,,,Solid Zipper Fly Skinny Jeans,18.0,,,,,
1148,swdress07201021536,,1164,13,3,13,1,35,4,48,14,1055,257,6,Casual,Multicolor,Plaid,Mini,Bodycon,Square Neck,Sleeveless,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Double Square Neck Plaid Bodycon Dress,5.0,Pencil,,,,
1149,swdress07201202677,,1164,13,3,13,1,35,4,48,14,1055,257,6,Casual,Black,Plaid,Mini,Bodycon,Square Neck,Sleeveless,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Double Square Neck Plaid Bodycon Dress,5.0,Pencil,,,,
1150,swdress07201202472,,1164,13,3,13,1,35,4,48,14,1055,257,6,Casual,Multicolor,Plaid,Mini,Bodycon,Square Neck,Sleeveless,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Double Square Neck Plaid Bodycon Dress,5.0,Pencil,,,,
1151,swouter04200908836,,694,0,0,694,184,9,2,28,8,658,174,21,Casual,Lilac Purple,Plain,Crop,Coat,V neck,Long Sleeve,Regular Sleeve,,"Rib-Knit, Button Front",Fall/Winter,"78% Nylon, 8% Polyester, 14% Viscose",Nylon,Slight Stretch,No,Slim Fit,,,,,,,,Button Front Fuzzy Knit Cardigan,18.0,,,,,
1152,swouter04200628482,,694,0,0,2,0,9,2,28,8,658,174,21,Casual,Mint Green,Plain,Crop,Coat,V neck,Long Sleeve,Regular Sleeve,,"Rib-Knit, Button Front",Fall/Winter,"78% Nylon, 8% Polyester, 14% Viscose",Nylon,Slight Stretch,No,Slim Fit,,,,,,,,Button Front Fuzzy Knit Cardigan,18.0,,,,,
1153,swtop07200505275,,10000,0,0,0,0,0,0,0,0,9999,3675,4,Casual,Black,Plain,Crop,,One Shoulder,Sleeveless,,Pullovers,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN One Shoulder Rib-knit Crop Top,4.0,,,,,
1154,swtop07200309480,,10000,0,0,0,0,0,0,0,0,9999,3675,4,Casual,"Pink, Pastel",Plain,Crop,,One Shoulder,Sleeveless,,Pullovers,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN One Shoulder Rib-knit Top,4.0,,,,,
1155,swtop07200505660,,10000,0,0,0,0,0,0,0,0,9999,3675,4,Casual,White,Plain,Crop,,One Shoulder,Sleeveless,,Pullovers,Rib-Knit,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN One Shoulder Rib-knit Crop Top,4.0,,,,,
1156,swtwop03201109067,,385,2,0,1,0,5,0,11,2,366,46,21,Sporty,Navy Blue,Colorblock,,,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,Contrast Panel Zip Up Hoodie & Sweatpants,18.0,,,,Sweatshirt,
1157,swblouse07201021050,,162,1,0,0,0,4,2,6,1,154,14,10,Casual,Black,Plain,Long,Tunic,Collar,Long Sleeve,Regular Sleeve,Placket,"Pocket, Button Front",Spring/Fall,"70% Rayon, 30% Tencel",Rayon,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN BASICS Single Breasted Flap Pocket Solid Blouse,9.0,,,,,
1158,swblouse07201022074,,162,1,0,0,0,4,2,6,1,154,14,18,Casual,Khaki,Plain,Long,Tunic,Collar,Long Sleeve,Regular Sleeve,Placket,"Pocket, Button Front",Spring/Fall,"70% Rayon, 30% Tencel",Rayon,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN BASICS Single Breasted Flap Pocket Blouse,15.0,,,,,
1159,swblouse07201022714,,162,1,0,0,0,4,2,6,1,154,14,12,Casual,Coffee Brown,Plain,Long,Tunic,Collar,Long Sleeve,Regular Sleeve,Placket,"Button, High Low, Pocket, Button Front",Spring/Fall,"70% Rayon, 30% Tencel",Rayon,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN BASICS Button Front High Low Blouse,10.0,,,,,
1160,swblouse07201022250,,162,1,0,0,0,4,2,6,1,154,14,9,Casual,Beige,Plain,Long,Tunic,Collar,Long Sleeve,Regular Sleeve,Placket,"Pocket, Button Front",Spring/Fall,"70% Rayon, 30% Tencel",Rayon,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Flap Pocket Single Breasted Blouse,7.99,,,,,
1161,swblouse07201022094,,162,1,0,0,0,4,2,6,1,154,14,9,Casual,Olive Green,Plain,Long,Tunic,Collar,Long Sleeve,Regular Sleeve,Placket,"Pocket, Button Front",Spring/Fall,"70% Rayon, 30% Tencel",Rayon,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN BASICS Single Breasted Fold Pleated Back Blouse,7.99,,,,,
1162,swdress02201113100,,56,1,0,0,0,3,1,5,0,47,10,20,Boho,Multicolor,"Floral, All Over Print",Midi,Shirt,Collar,Long Sleeve,Regular Sleeve,,"Belted, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,All Over Floral Print Button Front Belted Shirt Dress,17.0,Flared,,Yes,,
1163,swdress02201210143,,56,1,0,0,0,3,1,5,0,47,10,20,Boho,Blue,"Floral, All Over Print",Midi,Shirt,Collar,Long Sleeve,Regular Sleeve,,"Belted, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,All Over Floral Print Button Front Belted Shirt Dress,17.0,Flared,,Yes,,
1164,swtee07201028938,,96,0,0,0,0,1,1,3,2,94,34,4,Elegant,Black,Plain,Regular,,Asymmetrical Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Asymmetrical Neck Rib-knit Tee,3.99,,,,,
1165,swjacket01201216534,,0,0,0,0,0,0,0,0,0,0,0,20,Sporty,Multicolor,"Letter, Colorblock",Crop,Bomber,Baseball Collar,Long Sleeve,Raglan Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Cut And Sew Letter Graphic Bomber Jacket,17.0,,Single Breasted,,,
1166,swtop04201022338,,888,0,0,7,0,20,4,46,10,815,196,8,Casual,Brown,Colorblock,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Swiss Dot Lantern Sleeve Waffle Knit Top,7.0,,,,,
1167,swtop04200924435,,888,0,0,7,0,20,4,46,10,815,196,12,Casual,Mocha Brown,Colorblock,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Swiss Dot Lantern Sleeve Waffle Knit Top,10.0,,,,,
1168,swtop04201022580,,888,0,0,7,0,20,4,46,10,815,196,13,Casual,Navy Blue,Colorblock,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Swiss Dot Lantern Sleeve Waffle Knit Top,11.0,,,,,
1169,swtop04201022188,,888,0,0,7,0,20,4,46,10,815,196,12,Casual,Redwood,Colorblock,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Swiss Dot Lantern Sleeve Waffle Knit Top,10.0,,,,,
1170,swtop04201022285,,888,0,0,7,0,20,4,46,10,815,196,7,Casual,Black,Colorblock,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Swiss Dot Lantern Sleeve Waffle Knit Top,5.99,,,,,
1171,swtop04201125097,,888,0,0,7,0,20,4,46,10,815,196,12,Casual,Green,Colorblock,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,Swiss Dot Lantern Sleeve Waffle Knit Top,10.0,,,,,
1172,swskirt04201103050,,16,0,0,1,0,1,1,0,0,15,0,5,Elegant,Beige,Plain,Mini,Slit,,,,,"Split, Zipper",Spring/Summer/Fall,100% PU Leather,PU Leather,Non-Stretch,No,,,High Waist,,,,,,Zip Back PU Leather Slit Hem Skirt,4.5,,,,,
1173,swtwop07201105920,,77,0,0,0,0,3,0,4,0,70,9,26,Casual,Maroon,Plain,,,Hooded,Long Sleeve,Raglan Sleeve,,"Drawstring, Pocket, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN O-ring Zip Up Velvet Hoodie & Sweatpants Set,22.0,,,,Jackets,
1174,swdress42201020023,,77,3,0,0,0,2,0,3,2,69,12,0,Glamorous,White,Plain,Short,A Line,Sweetheart,Long Sleeve,Bishop Sleeve,,"Asymmetrical, Zipper",All,"35% Cotton, 65% Polyester",Satin,Slight Stretch,No,Regular Fit,,Natural,,,Yes,,,Missord Lantern Sleeve Satin Bustier Skater Dress,31.0,Flared,,,,
1175,swleg01201121202,,131,5,0,5,0,12,2,11,2,98,15,9,Casual,Black,Plain,Long,Regular,,,,,,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,,,,,,,,,Wideband Waist Solid Leggings,8.0,,,,,
1176,swdress07201110001,,1143,6,0,6,1,39,6,81,16,1013,225,14,Elegant,Maroon,Plain,Short,,Round Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Fall/Winter,"92% Polyester, 8% Spandex",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Rib-knit Sweater Dress,12.0,Pencil,,,,
1177,swdress07200829958,,1143,6,0,6,1,39,6,81,16,1013,225,14,Elegant,Grey,Plain,Short,,Round Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"92% Polyester, 8% Spandex",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Rib-knit Sweater Dress,12.0,Pencil,,,,
1178,swdress07201016967,,1143,6,0,6,1,39,6,81,16,1013,225,14,Elegant,Apricot,Plain,Short,,Round Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Fall/Winter,"98% Polyester, 2% Spandex",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Rib-knit Sweater Dress,12.0,Pencil,,,,
1179,swdress07201016740,,1143,6,0,6,1,39,6,81,16,1013,225,14,Elegant,Dark Grey,Plain,Short,,Round Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Fall/Winter,"98% Polyester, 2% Spandex",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Rib-knit Sweater Dress,12.0,Pencil,,,,
1180,swdress07201020965,,1143,6,0,6,1,39,6,81,16,1013,225,14,Elegant,Black,Plain,Short,,Round Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Fall/Winter,"98% Polyester, 2% Spandex",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Rib-knit Sweater Dress,12.0,Pencil,,,,
1181,swdress07201110923,,1143,6,0,6,1,39,6,81,16,1013,225,13,Elegant,Purple,Plain,Short,,Round Neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Fall/Winter,"92% Polyester, 8% Spandex",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Rib-knit Sweater Dress,11.0,Pencil,,,,
1182,swdress07200922169,,656,1,0,1,0,8,0,32,8,614,123,8,Sexy,Multicolor,Leopard,Mini,Bodycon,Spaghetti Strap,,,,Contrast Lace,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Leopard Cami Bodycon Dress,7.0,Pencil,,,,
1183,swdress07201117119,,656,1,0,1,0,8,0,32,8,614,123,8,Sexy,Multicolor,Leopard,Mini,Bodycon,Spaghetti Strap,Sleeveless,,,Contrast Lace,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Leopard Cami Bodycon Dress,7.0,Pencil,,,,
1184,swleg23200911840,,5877,193,35,174,41,413,101,487,148,4610,1143,12,Casual,Black,Plain,Cropped,Regular,,,,,,All,"35% Cotton, 65% Polyester",PU Leather,Slight Stretch,No,,,,,,,,,PU High Waist Leggings,10.0,,,,,
1185,swsweater03201021837,,72,1,0,1,0,3,0,7,1,62,15,20,Casual,White,Plain,Regular,Pullovers,Stand Collar,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,Cable Knit Drop Shoulder Sweater,17.0,,,,,
1186,swsweatsh07201015042,,131,0,0,2,0,1,0,7,1,124,32,7,Casual,Black,Floral,Regular,Pullovers,Round Neck,Long Sleeve,Raglan Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Floral Raglan Sleeve Pullover,5.99,,,,,
