,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Top Type,Placket,Belt,Hem Shaped,Arabian Clothing
156,swtee07201014818,SHEIN Stitch Detail Cutout Front Bandana Tee,5.99,116,1,0,0,0,3,1,7,1,108,24,7,Casual,Black,,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Cut Out,Spring/Summer,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,Asymmetrical,
157,swtee07200728151,SHEIN Letter Graphic Mesh Yoke Fitted Top,4.99,3156,2,1,2,0,32,7,97,25,3024,995,6,Casual,Black,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Contrast Mesh, Lettuce Trim",Spring/Summer,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
158,swtee07200902761,SHEIN Letter Graphic Mesh Yoke Fitted Top,5.99,3156,2,1,2,0,32,7,97,25,3024,995,7,Casual,Burgundy,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
159,swtee07201118843,SHEIN Letter Graphic Mesh Yoke Fitted Top,4.49,3156,2,1,2,0,32,7,97,25,3024,995,5,Casual,Purple,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Sheer, Contrast Mesh, Lettuce Trim",Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
160,swblouse07201123946,SHEIN Button Front Flap Pocket Plaid Top,10.99,1,0,0,0,0,0,0,0,0,1,0,13,Casual,Black and White,Plaid,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,"40% Cotton, 60% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
161,swjacket07200728485,SHEIN Single Breasted Flap Pocket Cord Jacket,21.0,6913,40,12,64,20,221,59,415,132,6172,1668,25,Casual,Beige,Plain,Regular,Other,Collar,Long Sleeve,"Bishop Sleeve, Drop Shoulder",,"Pocket, Button Front",Fall/Winter,"10% Nylon, 90% Polyester",Corduroy,Non-Stretch,No,Oversized,,,,,,,,,Single Breasted,,,
162,swjacket07200819927,SHEIN Corduroy Button-Front Cropped Jacket,20.0,6913,40,12,64,20,221,59,415,132,6172,1668,24,Casual,Coffee Brown,Plain,Regular,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,"10% Nylon, 90% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
163,swjacket07200819537,SHEIN Flap Pocket Drop Shoulder Cord Jacket,20.0,6913,40,12,64,20,221,59,415,132,6172,1668,24,Casual,Dusty Pink,Plain,Regular,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,"10% Nylon, 90% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
164,swjacket07200829519,SHEIN Flap Detail Leopard Crop Jacket,11.0,6913,40,12,64,20,221,59,415,132,6172,1668,13,Casual,Multicolor,Leopard,Crop,Other,Collar,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,"10% Nylon, 90% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
165,swjacket07200908886,SHEIN Drop Shoulder Flap Pocket Cord Jacket,18.0,6913,40,12,64,20,221,59,415,132,6172,1668,21,Casual,Royal Blue,Plain,Regular,Other,Collar,Long Sleeve,"Bishop Sleeve, Drop Shoulder",,"Button, Pocket",Fall/Winter,"10% Nylon, 90% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
166,swjacket07200908999,SHEIN Single Breasted Flap Pocket Cord Jacket,17.0,6913,40,12,64,20,221,59,415,132,6172,1668,20,Casual,Maroon,Plain,Regular,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,"10% Nylon, 90% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
167,swskirt04200806817,Chain Detail Corduroy Skirt,8.0,7845,0,0,92,29,303,107,602,246,6787,2640,9,Casual,Maroon,Plain,Mini,A Line,,,,,"Button, Chain, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,,,High Waist,,,,,,,,,,
168,swskirt04200707251,Chain Detail Corduroy Skirt,10.0,7845,62,16,92,29,303,107,602,246,6787,2640,12,Casual,Black,Plain,Mini,A Line,,,,,"Button, Chain, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,,,High Waist,,,,,,,,,,
169,swskirt04200806522,Chain Strap Zip Back Skirt,6.99,7845,62,16,92,29,303,107,602,246,6787,2640,8,Elegant,Grey,Plain,Mini,A Line,,,,,"Chain, Button Front",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
170,swskirt04200806343,Chain Detail Corduroy Skirt,8.49,7845,62,16,92,29,303,107,602,246,6787,2640,10,Casual,Brown,Plain,Mini,A Line,,,,,"Button, Chain, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,,,High Waist,,,,,,,,,,
171,swdress07201216827,SHEIN Ditsy Floral Print Dress,6.0,26,0,0,0,0,0,0,1,0,25,1,7,Casual,White,Ditsy Floral,Mini,Bodycon,Spaghetti Strap,Sleeveless,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
172,swdress23200902858,Solid Ruched Bodycon Cami Dress,14.0,3687,22,5,24,4,57,18,107,32,3477,850,17,Elegant,Burgundy,Plain,Midi,Bodycon,Spaghetti Strap,Sleeveless,,,Ruched,Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
173,swdress23200929672,Solid Ruched Bodycon Dress,14.0,3687,22,5,24,4,57,18,107,32,3477,850,17,Elegant,Coffee Brown,Plain,Midi,Bodycon,Spaghetti Strap,Sleeveless,,,Ruched,Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
174,swdress23200929484,Solid Ruched Bodycon Dress,14.0,3687,22,5,24,4,57,18,107,32,3477,850,17,Elegant,Navy Blue,Plain,Midi,Bodycon,Spaghetti Strap,Sleeveless,,,Ruched,Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
175,swdress23200929774,Solid Ruched Bodycon Dress,14.0,3687,22,5,24,4,57,18,107,32,3477,850,17,Elegant,Black,Plain,Midi,Bodycon,Spaghetti Strap,Sleeveless,,,Ruched,Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
176,swdress23201008988,Solid Ruched Bodycon Dress,14.0,3687,22,5,24,4,57,18,107,32,3477,850,17,Elegant,White,Plain,Midi,Bodycon,Spaghetti Strap,Sleeveless,,,Ruched,Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
177,swdress23201008963,Solid Ruched Bodycon Dress,14.0,3687,22,5,24,4,57,18,107,32,3477,850,17,Elegant,Khaki,Plain,Midi,Bodycon,Spaghetti Strap,Sleeveless,,,Ruched,Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
178,swvest07201203147,SHEIN Leopard Crop Tank Top,4.0,57,0,0,0,0,0,0,2,1,57,10,4,Elegant,Multicolor,Leopard,Crop,Tank,Straps,,,,,Summer,"6% Spandex, 94% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
179,swdress44200730460,Ditsy Floral Print Ruffle Hem Belted Dress,12.0,2749,21,3,36,11,96,23,179,49,2417,651,14,Boho,Multicolor,Ditsy Floral,Short,A Line,V neck,Long Sleeve,Regular Sleeve,,"Wrap, Frill, Ruffle Hem, Belted",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,Yes,Flounce,
180,swdress44200929218,Ditsy Floral Print Ruffle Hem Belted Dress,14.0,2749,21,3,36,11,96,23,179,49,2417,651,17,Boho,Burgundy,Ditsy Floral,Short,A Line,V neck,Long Sleeve,Regular Sleeve,,"Wrap, Frill, Ruffle Hem, Belted",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,Yes,Flounce,
181,swdress44200929412,Ditsy Floral Print Ruffle Hem Belted Dress,12.0,2749,21,3,36,11,96,23,179,49,2417,651,14,Boho,Black,Ditsy Floral,Short,A Line,V neck,Long Sleeve,Regular Sleeve,,"Wrap, Frill, Ruffle Hem, Belted",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,Yes,Flounce,
182,swdress44200930780,Ditsy Floral Print Ruffle Hem Belted Dress,14.0,2749,21,3,36,11,96,23,179,49,2417,651,17,Boho,Navy Blue,Ditsy Floral,Short,A Line,Deep V Neck,Long Sleeve,Regular Sleeve,,"Wrap, Frill, Ruffle Hem, Belted",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,Yes,Flounce,
183,swvest07201208482,SHEIN Hook and Eye Allover Tank Top,7.0,21,0,0,0,0,0,0,1,0,20,0,8,Casual,Black,All Over Print,Crop,Tank,Straps,,,,,Summer,"10% Spandex, 90% Nylon",Lace,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
184,swvest07201228354,SHEIN Allover Strawberry Print Lettuce Trim Rib-knit Cami Top,4.0,2,0,0,0,0,0,0,0,0,2,0,4,Casual,Multicolor,"Floral, Fruit&Vegetable",Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
185,swdress07201228690,SHEIN Allover Strawberry Print Letter Trim Bodycon Dress,5.0,1,0,0,0,0,0,0,0,0,1,0,6,Casual,Multicolor,"Floral, Fruit&Vegetable",Short,Bodycon,Spaghetti Strap,Sleeveless,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
186,swpants07200810222,SHEIN Buttoned Front Cow Print Pants,18.0,1481,14,5,12,3,51,14,114,28,3,337,21,Casual,Black and White,Animal,Long,Straight Leg,,,,,"Pocket, Zipper, Button Front",Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
187,swsweater04200724819,V Neck Striped Drop Shoulder Sweater,16.0,1628,7,2,16,5,57,19,136,33,1413,379,19,Casual,Navy Blue,Striped,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
188,swsweater04200910035,Drop Shoulder Striped Neckline Sweater,10.99,1628,7,2,16,5,57,19,136,33,1413,379,13,Casual,Dusty Pink,Striped,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
189,swsweater04200910541,V Neck Striped Drop Shoulder Sweater,15.0,1628,7,2,16,5,57,19,136,33,1413,379,18,Casual,Maroon,Striped,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
190,swvest07200807533,SHEIN Ruched V-Neck Cropped Cami Top,4.0,2289,0,0,17,7,59,21,151,48,2058,555,4,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"6% Spandex, 94% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
191,swvest07200915022,SHEIN Solid Crop Cami Top,4.0,2289,5,0,2289,631,59,21,151,48,2058,555,4,Casual,Maroon,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"6% Spandex, 94% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
192,swvest07201113612,SHEIN Solid Bustier Cami Top,4.0,2289,5,0,17,7,59,21,151,48,2058,555,4,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
193,swtee04200714683,Mock Neck Tie Front Backless Zebra Stripe Crop Tee,14.99,2405,7,1,15,4,47,12,116,28,2221,701,18,Sexy,Black and White,Zebra Stripe,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Criss Cross, Tie Front",Spring/Summer,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,,,,,
194,swtee04201007387,Mock Neck Tie Front Backless Zebra Stripe Crop Tee,4.5,2405,7,1,15,4,47,12,116,28,2221,701,5,Sexy,Multicolor,Zebra Stripe,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Front",Spring/Summer,100% Polyester,Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
195,swsweatsh07200811708,SHEIN Leos Angles Graphic Long Sleeve Pullover,9.0,1439,8,0,15,1,45,12,118,28,1253,295,10,Casual,Black,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
196,swsweatsh07200903211,SHEIN Drop Shoulder Letter Graphic Pullover,9.99,1439,8,0,15,1,45,12,118,28,1253,295,12,Casual,Khaki,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Raw Hem,Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
197,swsweatsh07200903575,SHEIN Letter Graphic Raw Hem Pullover,9.99,1439,8,0,15,1,45,12,118,28,1253,295,12,Casual,Red,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Raw Hem,Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
198,swsweatsh07200903584,SHEIN Letter Graphic Raw Hem Pullover,9.99,1439,8,0,15,1,45,12,118,28,1253,295,12,Casual,White,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Raw Hem,Spring/Fall,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
199,swblouse02201215015,Curved Hem Button Front Blouse,15.0,4,0,0,0,0,0,0,0,0,4,0,18,Casual,White,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
200,swblouse03200817937,SHEIN X WEJDENE Solid Button-Front Longline Shirt,12.0,8015,117,27,163,27,371,80,557,137,6809,1527,14,Casual,Khaki,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
201,swblouse03200907171,Solid Pocket Front Button Up Blouse,14.0,8021,117,27,163,27,371,80,557,137,6,1533,17,Casual,Dusty Blue,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
202,swblouse03200907603,Solid Pocket Front Button Up Blouse,14.0,8015,117,27,163,27,371,80,557,137,6809,1527,17,Casual,Black,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
203,swblouse03200907183,Solid Pocket Front Button Up Blouse,6.0,8015,117,27,163,27,371,80,557,137,6809,1527,7,Casual,Green,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
204,swblouse03200907781,Solid Pocket Front Button Up Blouse,7.49,8015,117,27,163,27,371,80,557,137,6809,1527,9,Casual,Green,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
205,swblouse03200930392,Drop Shoulder Pocket Patched Oversized Blouse,9.0,8015,117,27,163,27,371,80,557,137,6809,1527,10,Casual,Dark Green,Plain,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,,
206,swtwop02201210806,Flounce Sleeve Blouse With Split Hem Belted Sweater Vest,27.0,30,0,0,0,0,1,0,2,1,28,3,32,Casual,Multicolor,Colorblock,,,Collar,Long Sleeve,Flounce Sleeve,,"Belted, Split",Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,Yes,,
207,swskirt04201102069,High Waist Pleated Hem Skirt,9.0,26,0,0,0,0,1,0,3,0,22,1,10,Casual,White,Plain,Mini,Pleated,,,,,Pleated,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
208,swouter23200925187,Button Front Double Pocket Teddy Coat,21.0,4463,37,8,57,8,141,31,234,54,3995,1070,25,Casual,Black,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,"Pocket, Button Front",Winter,"35% Cotton, 65% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
209,swouter23200806011,Button Front Double Pocket Teddy Coat,21.0,4463,37,8,57,8,141,31,234,54,3995,1070,25,Casual,Redwood,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,"Pocket, Button Front",Winter,"35% Cotton, 65% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
210,swouter23200824510,Lapel Neck Dual Pocket Teddy Coat,21.0,4463,37,8,57,8,141,31,234,54,3995,1070,25,Casual,Khaki,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,"Pocket, Button Front",Winter,"35% Cotton, 65% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
211,swouter23200825301,Solid Dual Pocket Lapel Neck Teddy Coat,21.0,4463,37,8,57,8,141,31,234,54,3995,1070,25,Casual,Army Green,Plain,Short,Teddy,Lapel,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Winter,"35% Cotton, 65% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
212,swouter23200925975,Lapel Collar Dual Pockets Teddy Coat,21.0,4463,37,8,57,8,141,31,234,54,3995,1070,25,Casual,Khaki,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,"Pocket, Button Front",Winter,"35% Cotton, 65% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
213,swouter23201013186,Lapel Neck Dual Pocket Teddy Coat,8.5,4463,37,8,57,8,141,31,234,54,3995,1070,10,Casual,Yellow,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,"Pocket, Button Front",Winter,"35% Cotton, 65% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
214,swjacket02200918675,Drawstring Hem PU Puffer Jacket,43.0,1725,18,3,16,6,33,12,67,21,1591,506,52,Casual,Black,Plain,Regular,Padded ,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Zipper, Padded ",Winter,"60% PU Leather, 40% Polyester",PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,,Zipper,,,
215,swjacket02201014882,Drawstring Hem PU Puffer Jacket,43.0,1725,18,3,16,6,33,12,67,21,1591,506,52,Casual,Khaki,Plain,Regular,Padded ,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Zipper, Padded ",Winter,"60% PU Leather, 40% Polyester",PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,,Zipper,,,
216,swtop07200820909,SHEIN Solid Leg-of-mutton Sleeve Top,9.0,10000,0,0,0,0,0,0,0,0,9999,3161,10,Elegant,White,Plain,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
217,swtop07200909568,SHEIN Solid Puff Sleeve Fitted Top,9.0,10000,0,0,0,0,0,0,0,0,9999,3161,10,Elegant,Black,Plain,Regular,,Round Neck,Long Sleeve,Puff Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
218,swvest04201030129,Chain Strap Cami Top,9.0,18,0,0,0,0,0,0,2,0,17,2,10,Casual,Beige,Plain,Regular,Halter,Halter,,,,Chain,Summer,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
219,swdress02201218608,Ditsy Floral Split Front Belted Dress,20.0,0,0,0,0,0,0,0,0,0,0,0,24,Boho,Green,"Tribal, Ditsy Floral",Maxi,A Line,Deep V Neck,Long Sleeve,Regular Sleeve,,"Belted, Split",Spring,"3% Spandex, 97% Cotton",Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,Yes,Straight,
220,swtee44201215953,Deep V Neck Plaid Fitted Tee,3.99,5,0,0,0,0,0,0,0,0,6,0,4,Casual,Black and White,Plaid,Regular,,Deep V Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
221,swpants04200708588,High Waist High Stretch Ripped Jeans,15.0,6087,58,10,76,16,200,33,349,86,5404,1299,18,,Medium Wash,Plain,Long,Skinny,,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,
222,swpants04190925809,Light Wash High-Waisted High Stretch Skinny Jeans,17.0,6087,58,10,76,16,200,33,349,86,5404,1299,20,,Blue,Plain,Long,Skinny,,,,,"Ripped, Button, Pocket, Zipper",,"3% Spandex, 70% Cotton, 27% Polyester",Denim,High Stretch,No,Skinny,"Button Fly, Zipper Fly",High Waist,,,,,,,,,,
223,swpants04200417033,Light Wash High-Waisted High Stretch Skinny Jeans,17.0,6087,58,10,76,16,200,33,349,86,5404,1299,20,,"Blue, Pastel",Plain,Long,Skinny,,,,,"Ripped, Button, Pocket, Zipper",,"3% Spandex, 70% Cotton, 27% Polyester",Denim,High Stretch,No,Skinny,"Button Fly, Zipper Fly",High Waist,,,,,,,,,,
224,swpants04200630870,High Waist High Stretch Slant Pocket Skinny Jeans,13.99,6087,58,10,76,16,200,33,349,86,5404,1299,16,,Black,Plain,Long,Skinny,,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,"Button Fly, Zipper Fly",High Waist,,,,,,,,,,
225,swpants04200630043,Light Wash High-Waisted High Stretch Slant Pocket Jeans,17.0,6087,58,10,76,16,200,33,349,86,5404,1299,20,,Light Wash,Plain,Long,Skinny,,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,"Button Fly, Zipper Fly",High Waist,,,,,,,,,,
226,swpants04200929096,Dark Wash High-Waisted High Stretch Skinny Jeans,16.0,6087,58,10,76,16,200,33,349,86,5404,1299,19,,Dark Wash,Plain,Long,Skinny,,,,,"Ripped, Button, Pocket, Zipper, Raw Wash",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,
227,swpants23200730045,Drawstring Waist Flap Pocket Cargo Pants,12.0,3746,100,12,96,20,166,43,203,53,3181,1076,14,Sporty,Black,Plain,Long,Cargo Pants,,,,,"Drawstring, Pocket",Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Drawstring Waist,Natural,,,,,,,,,,
228,swpants23200610432,Solid Pocket Patched Knot Front Pants,13.0,3746,100,12,96,20,166,43,203,53,3181,1076,15,Casual,Mint Green,Plain,Long,Cargo Pants,,,,,"Knot, Pocket",Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
229,swpants23200730216,Drawstring Waist Flap Pocket Cargo Pants,12.0,3746,100,12,96,20,166,43,203,53,3181,1076,14,Sporty,Khaki,Plain,Long,Cargo Pants,,,,,"Drawstring, Pocket",Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Drawstring Waist,Natural,,,,,,,,,,
230,swvest07201008011,SHEIN Pearls Strap Crop Cami Top,5.0,20,0,0,0,0,1,0,1,0,18,1,6,Sexy,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Pearls,Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
231,swtwop07201130846,SHEIN Zebra Stripe Crop Cami Top & Biker Shorts Set,4.49,14,0,0,0,0,0,0,0,0,14,1,5,Casual,Black and White,Zebra Stripe,,,Spaghetti Strap,Sleeveless,,,,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Biker Shorts,Camisole,,,,
232,swleg07201111554,SHEIN Rib-Knit Biker Shorts,5.99,534,9,6,5,3,10,5,14,7,496,225,7,Casual,White,Plain,Short,Biker Shorts,,,,,Rib-Knit,Spring/Summer/Fall,"96% Polyester, 4% Spandex",Polyester,Slight Stretch,No,,,,,,,,,,,,,
233,swleg07200806851,SHEIN Kimberly Loaiza Rib-Knit Biker Shorts,6.0,534,9,6,5,3,10,5,14,7,496,225,7,Sporty,Black,Plain,Short,Biker Shorts,,,,,Rib-Knit,Spring/Summer/Fall,"96% Polyester, 4% Spandex",Polyester,Slight Stretch,No,,,,,,,,,,,,,
234,swleg07201111547,SHEIN Rib-Knit Biker Shorts,4.49,534,9,6,5,3,10,5,14,7,496,225,5,Sporty,Mint Green,Plain,Short,Biker Shorts,,,,,Rib-Knit,Spring/Summer/Fall,"96% Polyester, 4% Spandex",Polyester,Slight Stretch,No,,,,,,,,,,,,,
235,swleg07201111539,SHEIN Rib-Knit Biker Shorts,9.0,534,9,6,5,3,10,5,14,7,496,225,10,Casual,Apricot,Plain,Short,Biker Shorts,,,,,Rib-Knit,Spring/Summer/Fall,"96% Polyester, 4% Spandex",Polyester,Slight Stretch,No,,,,,,,,,,,,,
