,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,Arabian Clothing
594,swpants04200316429,,10000,0,0,0,0,0,0,0,0,9999,6190,24,,Blue,Plain,Long,Wide Leg,,,,,"Ripped, Button, Pocket, Zipper",,"80% Cotton, 20% Polyester",Denim,Non-Stretch,No,Loose,"Button Fly, Zipper Fly",High Waist,,,,,,High Waisted Distressed Baggy Jeans Without Bag,20.0,,,,,
595,swpants04200525611,,10000,0,0,0,0,0,0,0,0,9999,6190,24,,Dark Grey,Plain,Long,Wide Leg,,,,,"Ripped, Button, Pocket, Zipper",,"80% Cotton, 20% Polyester",Denim,Non-Stretch,No,Loose,"Button Fly, Zipper Fly",High Waist,,,,,,High Waisted Ripped Wide Leg Jeans,20.0,,,,,
596,swtee07200605051,,10000,0,0,0,0,0,0,0,0,9999,4044,4,Casual,White,"Figure, Colorblock",Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter and Angel Print Raglan Sleeve Tee,3.99,,,,,
597,swtee07200427002,,10000,0,0,0,0,0,0,0,0,9999,4044,6,Casual,White,"Figure, Colorblock",Crop,,Round Neck,Cap Sleeve,Raglan Sleeve,Pullovers,,Summer,"5.5% Spandex, 94.5% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter and Angel Print Raglan Sleeve Tee,4.99,,,,,
598,swtee07200605145,,10000,0,0,0,0,0,0,0,0,9999,4044,4,Casual,White,"Letter, Figure",Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Raglan Sleeve Letter and Angel Print Crop Top,3.99,,,,,
599,swtee07200605159,,10000,0,0,0,0,0,0,0,0,9999,4044,6,Casual,White,"Figure, Colorblock",Crop,,Round Neck,Cap Sleeve,Raglan Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Angel and Letter Graphic Raglan Sleeve Tee,4.99,,,,,
600,swtee07200810385,,10000,0,0,0,0,0,0,0,0,9999,4044,6,Casual,White,"Letter, Figure",Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5.5% Spandex, 94.5% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter and Angel Print Raglan Sleeve Tee,4.99,,,,,
601,swtee07200810809,,10000,0,0,0,0,0,0,0,0,9999,4044,6,Casual,White,"Letter, Figure",Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,,Summer,"5.5% Spandex, 94.5% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter and Angel Print Raglan Sleeve Tee,4.99,,,,,
602,swvest07200708112,,6164,7,1,15,1,51,18,166,46,5925,1490,4,Casual,Black,Heart,Crop,Cami,Spaghetti Strap,,,,Rhinestone,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rhinestone Wing Crop Cami Top,4.0,,,,,
603,swvest07200811877,,6164,7,1,15,1,51,18,166,46,5925,1490,4,Casual,"Pink, Neon",Heart,Crop,Cami,Spaghetti Strap,,,,Rhinestone,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rhinestone Heart Graphic Cropped Cami Top,4.0,,,,,
604,swvest07201216545,,6164,7,1,15,1,51,18,166,46,5925,1490,4,Casual,Olive Green,Heart,Crop,Cami,Spaghetti Strap,,,,Rhinestone,Summer,"6% Spandex, 94% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rhinestone Wing Crop Cami Top,4.0,,,,,
605,swvest07201216438,,6164,7,1,15,1,51,18,166,46,5925,1490,4,Casual,"Pastel, Lilac Purple",Heart,Crop,Cami,Spaghetti Strap,,,,Rhinestone,Summer,"7% Spandex, 93% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rhinestone Wing Crop Cami Top,4.0,,,,,
606,swtee07200810931,,10000,0,0,0,0,0,0,0,0,9999,4484,7,Casual,Burgundy,Plain,Crop,,Tie Neck,Long Sleeve,Regular Sleeve,Pullovers,"Tie Front, Ruched Bust",Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Ruched Self-Tie Bodice Crop Top,5.99,,,,,
607,swtee07200718734,,10000,0,0,0,0,0,0,0,0,9999,4484,7,Casual,White,Plain,Crop,,Square Neck,Long Sleeve,Regular Sleeve,Pullovers,"Tie Front, Ruched Bust",Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Front Ruched Bust Crop Top,5.99,,,,,
608,swtee07200806727,,10000,0,0,0,0,0,0,0,0,9999,4484,7,Casual,Black,Plain,Crop,,Square Neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Ruched Bust",Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Neck Ruched Bust Crop Top,5.99,,,,,
609,swtee07200806976,,10000,0,0,0,0,0,0,0,0,9999,4484,7,Casual,Dusty Blue,Plain,Crop,,Square Neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Ruched Bust",Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Neck Ruched Bust Crop Top,5.99,,,,,
610,swtee07200810661,,10000,0,0,0,0,0,0,0,0,9999,4484,7,Casual,Army Green,Plain,Crop,,Tie Neck,Long Sleeve,Regular Sleeve,Pullovers,"Tie Front, Ruched Bust",Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Ruched Self-Tie Bodice Crop Top,5.99,,,,,
611,swtee07200810659,,10000,0,0,0,0,9999,4482,0,0,9999,4484,7,Casual,Baby Pink,Plain,Crop,,Tie Neck,Long Sleeve,Regular Sleeve,Pullovers,Ruched Bust,Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Ruched Self-Tie Bodice Crop Top,5.99,,,,,
612,swdress23201125483,,20,0,0,0,0,1,1,0,0,19,3,20,Elegant,Apricot,Plain,Short,Bodycon,Spaghetti Strap,Sleeveless,,,"Ruched, Zipper",Summer,100% Polyester,Polyester,Non-Stretch,No,Slim Fit,,Natural,,,,,,Zip Back Ruched Bodycon Dress,17.0,,,Pencil,,
613,swpants07200814390,,3700,87,22,108,19,217,49,235,52,3053,744,19,Elegant,Multicolor,Plaid,Cropped,Skinny,,,,,Zipper,Fall/Winter,"70% Rayon, 5% Spandex, 25% Nylon",Rayon,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,SHEIN High Waist Zipper Side Plaid Pants,16.0,,,,,
614,swpants07200922514,,3700,87,22,108,19,217,49,235,52,3053,744,19,Elegant,Black and White,Plaid,Long,Skinny,,,,,Zipper,Spring/Summer/Fall,"70% Rayon, 5% Spandex, 25% Nylon",Rayon,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,SHEIN High Waist Zipper Side Plaid Pants,16.0,,,,,
615,swtee07200715773,,10002,0,0,0,0,0,0,1,1,1,9907,4,Casual,White,Plain,Crop,,V neck,Cap Sleeve,Regular Sleeve,Placket,Button Front,Summer,"4.8% Spandex, 95.2% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Button Front Crop Top,3.99,,,,,
616,swtee07200627759,,10000,0,0,0,0,0,0,0,0,9999,9906,4,Casual,"Pastel, Lilac Purple",Plain,Crop,,V neck,Cap Sleeve,Regular Sleeve,Placket,Button Front,Summer,"4.8% Spandex, 95.2% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Button Front Crop Top,3.99,,,,,
617,swtee07200715398,,10000,0,0,0,0,0,0,0,0,9999,9906,4,Casual,Yellow,Plain,Crop,,V neck,Cap Sleeve,Regular Sleeve,Placket,Button Front,Summer,"4.8% Spandex, 95.2% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Buttoned Front Crop Top,3.99,,,,,
618,swtee07200715194,,10000,0,0,0,0,0,0,0,0,9999,9906,4,Casual,"Pastel, Mint Green",Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Placket,Button Front,Summer,"4.8% Spandex, 95.2% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Button Front Crop Top,3.99,,,,,
619,swtee07200715592,,10000,0,0,0,0,0,0,0,0,9999,9906,4,Casual,Baby Blue,Plain,Crop,,V neck,Cap Sleeve,Regular Sleeve,Placket,Button Front,Summer,"4.8% Spandex, 95.2% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Buttoned Front Crop Top,3.99,,,,,
620,swtee07200715767,,10000,0,0,0,0,0,0,0,0,9999,9906,4,Casual,Burgundy,Plain,Crop,,V neck,Cap Sleeve,Regular Sleeve,Placket,Button Front,Summer,"4.8% Spandex, 95.2% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Buttoned Front Crop Top,3.99,,,,,
621,swtee07200804443,,1753,16,1,28,8,80,16,128,40,1502,306,18,Casual,White,Plain,Crop,,Sweetheart,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Drawstring, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,,,,,
622,swtee07200930481,,1753,16,1,28,8,80,16,128,40,1502,306,18,Casual,Dusty Blue,Plain,Crop,,Sweetheart,Long Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,,,,,
623,swtee07200930732,,1753,16,1,28,8,80,16,128,40,1502,306,0,Casual,Mocha Brown,Plain,Crop,,Sweetheart,Long Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,,,,,
624,swtee07200930059,,1753,16,1,28,8,80,16,128,40,1502,306,21,Casual,Black,Plain,Crop,,Sweetheart,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Drawstring, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Drawstring Ruched Front Bustier Crop Top,17.99,,,,,
625,swtee07201121340,,1753,16,1,28,8,80,16,128,40,1502,306,18,Casual,"Pastel, Baby Pink",Plain,Crop,,Sweetheart,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,,,,,
626,swtee07201121869,,1753,16,1,28,8,80,16,128,40,1502,306,18,Casual,Baby Blue,Plain,Crop,,Sweetheart,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Drawstring, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,,,,,
627,swouter04200903606,,114,0,0,2,0,3,1,7,2,102,20,69,Glamorous,Beige,Plain,Midi,Faux Fur,Lapel,Long Sleeve,Drop Shoulder,,,Winter,100% Polyester,Faux Fur,Non-Stretch,No,Regular Fit,,,,,,,,Open Front Fuzzy Coat,57.0,,,,,
628,swdress07200821717,,1736,18,4,18,5,40,6,61,22,1599,616,17,Elegant,Multicolor,Leopard,Short,Fitted,V neck,Short Sleeve,Flounce Sleeve,,"Ruffle, Tie Front",Summer,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Leopard Print Self-Tie Mini Wrap Dress,14.0,,,Wrap,,
629,swdress07201202602,,1736,18,4,18,5,40,6,61,22,1599,616,15,Elegant,Multicolor,Leopard,Short,Fitted,V neck,Short Sleeve,Flounce Sleeve,,"Ruffle, Wrap, Tie Front",Summer,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Leopard Tie Front Ruffle Hem Dress,13.0,,Yes,Wrap,,
630,swdress07201202561,,1736,18,4,18,5,40,6,61,22,1599,616,15,Elegant,Multicolor,Leopard,Short,Fitted,V neck,Short Sleeve,Flounce Sleeve,,"Ruffle, Wrap, Tie Front",Summer,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Leopard Tie Front Ruffle Hem Dress,13.0,,Yes,Wrap,,
631,swtwop03200806858,,1645,4,0,7,1,27,6,84,27,1523,414,23,Casual,Beige,Plain,,Pants,Scoop Neck,Sleeveless,,,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Crop Sweater Top With Knit Pants,19.0,,,,,
632,swtee07200728151,,3109,2,1,1,0,32,7,96,25,2978,990,6,Casual,Black,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Contrast Mesh, Lettuce Trim",Spring/Summer,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter Graphic Mesh Yoke Fitted Top,4.99,,,,,
633,swtee07200902761,,3109,2,1,1,0,32,7,96,25,2978,990,7,Casual,Burgundy,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter Graphic Mesh Yoke Fitted Top,5.99,,,,,
634,swtee07201118843,,3109,2,1,1,0,32,7,96,25,2978,990,5,Casual,Purple,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Sheer, Contrast Mesh, Lettuce Trim",Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter Graphic Mesh Yoke Fitted Top,4.49,,,,,
635,swpants07201210118,,2034,12,1,22,6,71,19,127,30,1802,409,20,,Black,Plain,Long,,,,,,Pocket,All,"46% Polyester, 54% Cotton",Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Slant Pocket Solid Sweatpants,17.0,,,,,
636,swblouse23201204031,,170,2,0,0,0,1,0,10,0,158,10,17,Casual,Apricot,Plaid,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,"Patched, Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Plaid Longline Blouse,14.0,,,,,
637,swvest07201203210,,49,1,1,0,0,2,0,3,0,42,6,6,Casual,Multicolor,Animal,Crop,Tank,Scoop Neck,,,,"Asymmetrical, Button Front, Ruched Bust",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Chinese Dragon Print Ruched Bust Hook and Eye Tank Top,5.0,,,Asymmetrical,,
638,swjacket07200814224,,2128,12,5,14,3,35,10,113,20,1954,483,26,Casual,Black,Plain,Regular,Padded ,Hooded,Long Sleeve,Regular Sleeve,,"Pocket, Zipper",Winter,100% Nylon,Nylon,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Zipper Front Solid Puffer Jacket,22.0,Zipper,,,,
639,swtee07201210464,,1206,1,0,2,0,11,1,15,11,1177,454,4,Casual,"Pastel, Dusty Pink",Letter,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Letter Graphic Tee,3.99,,,,,Yes
640,swtop07200731559,,2849,4,2,6,2,47,16,86,28,2708,984,4,Casual,Black,Plain,Crop,,One Shoulder,Long Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Ribbed One-Shoulder Crop Top,3.99,,,,,
641,swtwop25201201794,,1,0,0,0,0,0,0,0,0,1,0,17,Boho,Mint Green,Plain,,,Sweetheart,Long Sleeve,Bishop Sleeve,,"Tie Front, Paper Bag Waist",Spring/Summer,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,Shorts,Tie Front Top With Paperbag Waist Shorts,14.0,,,,Women Tops,
642,swjacket07200826566,,748,2,1,2,0,14,2,40,10,693,178,18,Sporty,Multicolor,Colorblock,Regular,Windbreaker,Collar,Long Sleeve,Raglan Sleeve,,"Pocket, Zipper",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,SHEIN Raglan Sleeve Wind Jacket,15.0,Zipper,,,,
643,swtee07200817554,,1003,1,0,2,0,16,2,36,11,948,233,4,Casual,Multicolor,Ditsy Floral,Crop,,Square Neck,Cap Sleeve,Regular Sleeve,Pullovers,"Tie Front, Ruched Bust",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Ditsy Floral Ruched Self-Tie Crop Top,3.99,,,,,
644,swdress04200429300,,9909,114,22,149,32,377,97,640,239,8629,3303,15,Elegant,White,Plain,Short,Fitted,Sweetheart,Short Sleeve,Puff Sleeve,,"Frill, Cut Out, Tie Front",Summer,"95% Cotton, 5% Polyester",Cotton,Non-Stretch,No,Regular Fit,,Natural,,,,,,Frill Trim Tie Front Crinkle Dress,13.0,,,Straight,,
645,swdress07200914391,,663,7,1,7,0,31,3,50,12,568,92,12,Sexy,Green,Floral,Mini,Cami,Spaghetti Strap,Sleeveless,,,"Backless, Criss Cross, Split, Tie Back",Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,Natural,,,,,,SHEIN Crisscross Tie Back Split Hem Jacquard Slip Dress,10.0,,,Straight,,
646,swdress23200814736,,1108,23,5,26,5,43,9,88,24,929,258,17,Elegant,Black,Plain,Mini,Pinafore,Straps,Sleeveless,,,Ruffle,Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Ruffle Armhole PU Suspender Dress,14.0,,,Flared,,
647,swskirt07200711435,,10000,0,0,0,0,0,0,0,0,9999,6619,18,Preppy,Black,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN Pleated High-Rise Mini Skater Skirt,15.0,,,,,
648,swtee07200908053,,4748,13,3,25,6,87,26,204,61,4420,1502,10,Casual,Khaki,Plain,Crop,,Stand Collar,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Mock Neck Drop Shoulder Crop Top,9.0,,,,,
649,swouter42200910756,,1471,8,1,10,1,41,10,82,29,1330,409,30,Casual,Beige,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Double Button,Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,Yes,,,,Eilly Bazar Double Button Teddy Coat,25.0,Double Breasted,,,,
650,swvest04200701448,,1522,13,4,18,2,74,16,128,38,1289,331,10,Casual,Lime Green,Plain,Crop,Cami,Spaghetti Strap,,,,"Bow Front, Ruched Bust",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,Bow Front Ruched Bust Cami Top,9.0,,,,,
651,swtop07201104035,,0,0,0,0,0,0,0,0,0,0,0,4,Sexy,Black,Plain,Crop,,One Shoulder,Sleeveless,,Pullovers,Rib-Knit,Summer,"5% Spandex, 50% Cotton, 45% Polyester",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN One Shoulder Solid Top,4.0,,,,,
652,swtee23201023033,,2,0,0,0,0,0,0,0,0,2,0,7,Sexy,White,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Tie Backless Crop Tee,5.99,,,,,
653,swtwop07201209985,,4,0,0,0,0,0,0,0,0,4,0,13,Casual,Black and White,Colorblock,,,Round Neck,Cap Sleeve,Regular Sleeve,,"Knot, Split, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Tee & Tie Shoulder Suspender Dress Set,11.0,,,,Tee,
654,swtee07200811037,,2960,13,3,16,3,92,22,146,49,2693,801,7,Sexy,Brown,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Ribbed Open-Back Long Sleeve Cropped Tee,5.99,,,,,
655,swpants01200902108,,3030,59,13,64,12,112,24,177,50,2618,553,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Bleach Wash High-Rise Baggy Jeans,20.0,,,,,
656,swblouse23200702074,,290,1,0,5,2,3,1,16,1,265,61,15,Casual,White,Plain,Regular,Top,Stand Collar,Long Sleeve,Bishop Sleeve,Pullovers,"Frill, Eyelet Embroidery",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Eyelet Embroidery Frill Neck Blouse,13.0,,,,,
657,swsweatsh07200707514,,3908,23,6,28,6,82,22,160,46,3615,987,12,Basics,Mocha Brown,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"54% Cotton, 46% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Pullover,9.99,,,,,
658,swvest07200623846,,8841,158,28,271,49,596,130,933,226,6883,1474,7,Elegant,Lime Green,Plain,Crop,Tank,Round Neck,,,,"Contrast Lace, Rib-Knit",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Trim Rib-knit Tank Top,6.0,,,,,
659,swblazer00200817841,,841,1,0,841,228,20,5,38,11,775,209,26,Elegant,Black and White,Houndstooth,Regular,Regular,Shawl Collar,Long Sleeve,Regular Sleeve,,Double Button,Fall/Winter,"65% Cotton, 35% Polyester",Tweed,Non-Stretch,No,Regular Fit,,,,,,,,Houndstooth Shawl Collar Double Breasted Blazer,22.0,Double Breasted,,,,
660,swdress07200904258,,809,4,1,6,1,14,2,41,6,745,165,17,Elegant,Black,Plain,Short,Fit and Flare,Round Neck,Long Sleeve,Regular Sleeve,,"Sheer, Contrast Mesh, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Mesh Insert Dress,14.0,,,Flared,,
661,swsweatsh03200820880,,3108,14,1,21,3,82,19,213,53,2778,759,12,Casual,Black,Animal,Crop,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Embroidery, Drawstring",Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Butterfly Embroidery Drawstring Crop Hoodie,9.99,,,,,
662,swdress07200818913,,1846,5,0,13,3,42,14,93,24,1693,559,18,Glamorous,Navy Blue,Plain,Short,Fit and Flare,Deep V Neck,Long Sleeve,Bishop Sleeve,,"Wrap, Drawstring",All,"5% Spandex, 60% Polyester, 35% Lurex",Glitter,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Surplice Neck Lantern Sleeve Drawstring Waist Glitter Dress,15.0,,,Flared,,
663,swblouse07200807712,,3454,11,0,16,5,67,14,179,47,3181,662,17,Preppy,Multicolor,Tartan,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,"High Low, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,SHEIN Plaid Button-Up Long Sleeve Shirt,14.0,,,Asymmetrical,,
664,swouter02200928173,,1141,0,0,16,3,50,12,77,24,990,305,43,Casual,Black,Plain,Short,Parka,Hooded,Long Sleeve,Regular Sleeve,,"Contrast Faux Fur, Drawstring, Button, Ring, Zipper",Fall/Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Teddy Lined Drawstring Parka Coat,36.0,Zipper,,,,
665,swvest25201109305,,17,0,0,1,0,0,0,1,0,15,1,7,Casual,Baby Pink,Plain,Crop,Cami,Spaghetti Strap,,,,"Knot, Drawstring",Summer,"8% Spandex, 92% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Drawstring Knot Side Cami Top,6.0,,,,,
666,swpants04201217911,,33,0,0,0,0,1,0,5,0,28,2,26,,Light Wash,Plain,Long,Wide Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,Slant Pocket Ripped Wide Leg Jeans,22.0,,,,,
667,swvest07201211061,,111,0,0,0,0,0,0,3,0,109,12,4,Casual,"Pastel, Baby Blue",Ditsy Floral,Crop,Tank,Notched,,,,"Lettuce Trim, Rib-Knit",Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Notch Neck Lettuce Trim Ditsy Floral Crop Tank Top,4.0,,,,,
668,swtee07200909236,,2516,12,0,24,4,2516,521,136,35,2266,473,6,Sexy,White,Plain,Crop,,Deep V Neck,Long Sleeve,Regular Sleeve,Pullovers,"Ruched, Rib-Knit, Tie Front",Spring/Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Ruched Knot Front Rib-knit Crop Tee,4.99,,,,,
669,swtop02200826674,,9383,78,14,98,23,241,66,515,149,8451,2585,25,Casual,Black and White,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Houndstooth V-Neck Oversized Sweater Vest,21.0,,,,,
670,swjacket07200819927,,6807,40,12,62,20,218,59,411,130,6076,1652,24,Casual,Coffee Brown,Plain,Regular,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,"10% Nylon, 90% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Corduroy Button-Front Cropped Jacket,20.0,Single Breasted,,,,
