SKU,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Season,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Body,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,Rib-Knit,Pocket,Zipper,Button Front,Drawstring,Button,Lettuce Trim,Ruched,Knot,Contrast Lace,Frill,Ruched Bust,Backless,Tie Back,Wrap,Embroidery,Split,Asymmetrical,Ruffle,Belted,Ripped,Cut Out,Raw Hem,Ruffle Hem,Lace Up,Tie Front,Pleated,Criss Cross,Double Button,Contrast Binding,Split Thigh,Shirred,Classification
swtop23200820164,17,16,7,110,1,16,35,8,7,3,9,3,2,0,6,6,2,0,1,Grommet Lace-up Back Bustier Tube Top,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
swtop23201015297,17,16,66,110,1,16,35,8,7,3,9,3,2,0,6,6,2,0,1,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
swtop23201015624,17,16,30,110,1,16,35,8,7,3,9,3,2,0,6,6,2,0,1,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
swpants03201105474,25,8,7,110,6,66,12,1,7,0,1,5,2,0,1,7,3,0,1,Chain Detail Wide Leg Jeans,21.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201113820,25,8,59,110,6,20,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Flare Leg Jeans,21.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swpants04200909355,25,8,52,110,6,20,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Flare Leg Jeans,21.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swouter07201015474,19,2,6,110,1,11,40,4,4,0,5,0,4,0,4,6,2,0,1,SHEIN Bishop Sleeve Button Front Cardigan,16.0,1,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swouter07200716801,20,2,98,110,1,11,40,4,2,0,5,0,4,0,4,6,2,0,1,SHEIN Bishop Sleeve Button Front Cardigan,17.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swouter07201015122,19,2,7,110,1,11,40,4,4,0,5,0,4,0,4,6,2,0,1,SHEIN Bishop Sleeve Button Front Cardigan,16.0,1,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201109019,19,5,30,110,6,66,12,1,7,0,3,18,2,0,1,7,3,0,1,Buckle Detail Cut-out PU Leather Wide Leg Pants,16.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
swpants04200918808,24,9,7,110,6,66,12,1,7,0,0,18,2,0,1,6,3,0,1,Buckle Detail Cut-out PU Leather Wide Leg Pants,20.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
swpants04201109001,24,9,0,110,6,66,12,1,7,0,3,18,2,0,1,7,3,0,1,Buckle Detail Cut-out PU Leather Wide Leg Pants,20.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
swpants04201116775,24,8,7,66,6,50,12,1,7,0,1,5,2,0,4,7,3,0,1,Zipper Fly Lightning Pattern Jeans,20.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201030228,3,16,36,110,1,23,14,1,7,0,9,19,1,0,6,6,2,0,1,SHEIN Draped Neck Tied Backless Halter Top,3.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200903937,3,16,109,110,1,23,14,1,7,0,9,19,1,0,6,6,2,0,1,SHEIN Draped Neck Tied Backless Halter Top,3.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201012023,3,16,112,110,1,23,14,1,7,0,9,19,1,0,6,6,2,0,1,SHEIN Draped Neck Tied Backless Halter Top,3.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201013218,3,16,7,110,1,23,8,1,7,0,9,19,1,0,6,6,2,0,1,SHEIN Draped Neck Tied Open Back Top,3.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201126286,3,16,42,110,1,23,14,1,7,0,9,19,1,0,6,6,2,0,1,SHEIN Draped Neck Tied Backless Halter Top,3.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201026120,12,2,7,110,10,40,25,4,6,0,5,19,4,0,2,6,2,0,1,Drop Shoulder Solid Pullover,9.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04200911439,12,2,63,110,10,40,25,4,6,0,5,19,4,0,2,6,2,0,1,Drop Shoulder Solid Pullover,9.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201026994,12,2,49,110,10,40,25,4,6,0,5,19,4,0,2,6,2,0,1,Drop Shoulder Solid Pullover,9.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201130963,12,2,17,110,10,40,25,4,6,0,4,19,4,0,2,6,2,0,1,Drop Shoulder Solid Pullover,10.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201130905,12,2,51,110,10,40,25,4,6,0,5,19,4,0,2,6,2,0,1,Drop Shoulder Marled Knit Pullover,9.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201130756,12,2,66,110,10,40,25,4,6,0,5,19,4,0,2,6,2,0,1,Drop Shoulder Solid Pullover,9.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh01201030765,18,2,66,79,1,22,5,4,6,0,5,19,4,0,2,6,2,0,1,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh01201125457,18,2,49,79,1,22,5,4,6,0,5,19,4,0,2,6,2,0,1,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh01201125593,18,2,7,79,1,22,5,4,6,0,5,19,4,0,2,6,2,0,1,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh01201125792,18,2,42,79,1,22,5,4,6,0,5,19,4,0,2,6,2,0,1,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh01201215896,18,2,51,79,1,22,5,4,6,0,5,19,4,0,2,6,2,0,1,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh01201215519,18,2,23,79,1,22,5,4,6,0,5,19,4,0,2,6,2,0,1,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201023084,15,2,49,82,10,40,25,4,6,0,5,19,4,0,4,6,2,0,1,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,12.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201202776,15,2,9,82,10,40,25,4,6,0,5,19,4,0,4,6,2,0,1,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,12.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201202494,13,2,42,82,10,40,25,4,6,0,5,19,4,0,4,6,2,0,1,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,11.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201202024,15,2,7,82,10,40,25,4,6,0,5,19,4,0,4,6,2,0,1,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,12.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201202807,15,2,51,82,10,40,25,4,6,0,3,19,4,0,4,6,2,0,1,Drop Shoulder Letter & Cartoon Dog Graphic Thermal Sweatshirt,12.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04201202681,15,2,22,82,10,40,25,4,6,0,5,19,4,0,4,6,2,0,1,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,12.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress44201130128,17,2,30,110,9,7,15,4,11,0,7,4,4,0,6,6,5,0,1,High Neck Drawstring Front Mini Dress,14.0,1,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress44201023944,17,2,49,110,9,7,15,4,11,0,7,4,4,0,6,6,5,0,1,High Neck Drawstring Front Mini Dress,14.0,1,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress44201130875,17,2,9,110,9,7,15,4,11,0,7,4,4,0,6,6,5,0,1,High Neck Drawstring Front Mini Dress,14.0,1,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress44201130578,17,2,54,110,9,7,15,4,11,0,7,4,4,0,6,6,5,0,1,High Neck Drawstring Front Mini Dress,14.0,1,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201029488,25,8,64,21,2,50,12,1,7,0,1,5,2,0,4,7,3,0,1,Colorblock Raw Trim Cropped Jeans,21.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200807442,25,8,64,21,2,50,12,1,7,0,1,5,2,0,4,7,3,0,1,Colorblock Raw Trim Cropped Jeans,21.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201221082,25,8,64,21,2,50,12,1,7,0,1,5,2,0,4,7,3,0,1,Colorblock Raw Trim Cropped Jeans,21.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201221054,25,8,10,21,2,50,12,1,7,0,1,5,2,0,4,7,3,0,1,Colorblock Raw Trim Jeans,21.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201026727,23,8,88,73,6,50,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Heart Print Jeans,19.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress07201021194,13,16,64,127,11,7,20,4,15,0,7,19,4,0,6,6,3,0,1,SHEIN Off Shoulder Drawstring Ruched Hem Dress,11.0,1,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress07201127038,7,2,64,44,11,10,29,8,7,0,9,19,2,0,4,6,3,0,1,SHEIN Floral Print Slip Dress,5.99,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swdress07201223441,9,2,7,44,11,10,29,8,7,0,9,19,2,0,4,6,3,0,1,SHEIN Floral Print Slip Dress,8.0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swdress07201223404,9,2,65,44,11,10,29,8,7,0,9,19,2,0,4,6,3,0,1,SHEIN Floral Print Slip Dress,8.0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swdress07201223462,9,1,102,44,11,10,29,8,7,0,9,19,2,0,4,6,3,0,1,SHEIN Floral Print Slip Dress,8.0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swsweatsh01201124025,18,2,51,110,6,71,16,4,6,0,5,19,4,0,2,6,2,0,1,Solid Zip Up Drawstring Hooded Sweatshirt,14.99,1,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh01201104344,18,2,7,110,6,71,16,4,6,0,5,19,4,0,2,6,2,0,1,Solid Zip Up Drawstring Hooded Sweatshirt,14.99,1,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh01201124154,18,2,49,110,6,71,16,4,6,0,5,19,4,0,2,6,2,0,1,Solid Zip Up Drawstring Hooded Sweatshirt,14.99,1,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201020522,25,8,52,110,6,27,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Ripped Mom Jeans,21.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200820515,26,8,59,110,6,27,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Ripped Mom Jeans,22.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201020233,26,8,35,110,6,27,12,1,7,0,1,5,2,0,4,7,3,0,1,High Waist Ripped Mom Jeans,22.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
swvest23201118846,12,5,64,77,1,55,31,1,7,0,9,19,4,0,4,6,2,0,1,Zip Back Tape Asymmetrical Hem Leopard Tank Top,10.0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swvest23201219720,12,2,66,77,1,55,36,1,7,0,9,19,4,0,4,6,2,0,1,Zip Back Tape Asymmetrical Hem Leopard Tank Top,10.0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swvest23201219136,12,5,64,77,1,55,31,1,7,0,9,19,4,0,4,6,2,0,1,Zip Back Tape Asymmetrical Hem Leopard Tank Top,10.0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swtee07201008765,7,2,33,110,10,16,3,4,2,3,5,19,4,0,6,6,2,0,1,SHEIN Cold Shoulder Rib-knit Tee,5.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201117046,9,5,7,110,10,16,3,4,2,3,5,19,4,0,6,6,2,0,1,SHEIN Cold Shoulder Rib-knit Tee,7.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201117640,7,2,4,110,10,16,3,4,2,3,5,19,4,0,6,6,2,0,1,SHEIN Cold Shoulder Rib-knit Tee,5.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201117650,7,2,108,110,10,16,3,4,2,3,5,19,4,0,6,6,2,0,1,SHEIN Cold Shoulder Rib-knit Tee,5.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjumpsui07201031888,18,2,7,110,6,64,33,4,15,0,5,3,4,0,5,6,5,0,1,SHEIN Zip Half Placket Unitard Jumpsuit,15.0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjumpsui07201209760,18,17,34,110,6,64,33,4,15,0,5,3,4,0,5,6,5,0,1,SHEIN Zip Half Placket Unitard Jumpsuit Without Bag,15.0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjumpsui07201209983,18,2,2,110,6,64,33,4,15,0,5,3,4,0,5,6,5,0,1,SHEIN Zip Half Placket Unitard Jumpsuit,15.0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201117902,6,5,108,36,10,16,33,4,15,3,5,19,4,0,6,6,2,0,1,SHEIN Contrast Binding Ruffle Trim Tee,4.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True
swjacket04201029971,23,15,33,83,10,8,1,4,6,0,5,19,4,0,4,6,2,0,1,Number Patched Color Block Bomber Jacket,19.0,2,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket04200820364,23,15,7,83,10,8,1,4,6,0,5,19,4,0,4,6,2,0,1,Number Patched Color Block Bomber Jacket,19.0,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket04201029758,21,15,49,83,10,8,1,4,6,0,5,19,4,0,4,6,2,0,1,Number Patched Color Block Bomber Jacket,18.0,2,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket04201029264,23,15,51,83,10,8,1,4,6,0,5,19,4,0,4,6,2,0,1,Number Patched Color Block Bomber Jacket,19.0,2,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket02201027943,44,2,61,110,10,31,5,4,6,0,10,19,2,0,4,6,2,0,1,Drop Shoulder Zip Up Puffer Jacket,37.0,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket02200918200,44,2,49,110,10,31,13,4,6,0,10,19,2,0,4,6,2,0,1,SHEIN X Les Do Makeup Drop Shoulder Zip Up Puffer Jacket,37.0,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket02201014129,44,2,6,110,10,31,13,4,6,0,10,19,2,0,4,6,2,0,1,Drop Shoulder Zip Up Puffer Jacket,37.0,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket02201027375,44,2,7,110,10,31,5,4,6,0,10,19,2,0,4,6,2,0,1,Drop Shoulder Zip Up Puffer Jacket,37.0,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201106265,15,15,64,60,10,16,40,8,7,3,5,0,4,0,4,6,2,0,1,V Neck Argyle Sweater Vest,13.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04200918940,15,15,64,60,10,16,40,8,7,3,5,0,4,0,4,6,2,0,1,V Neck Argyle Sweater Vest,13.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201106890,15,15,64,60,10,16,40,8,7,3,5,0,4,0,4,6,2,0,1,V Neck Argyle Sweater Vest,13.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201106304,15,15,7,60,10,16,40,8,7,3,5,0,4,0,4,6,2,0,1,V Neck Argyle Sweater Vest,13.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201106425,15,2,7,60,10,16,40,8,7,3,5,0,4,0,4,6,2,0,1,V Neck Argyle Sweater Vest,13.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04201106347,15,15,7,60,10,16,40,8,7,3,5,0,4,0,4,6,2,0,1,V Neck Argyle Sweater Vest,13.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress07201103323,14,15,7,110,11,37,36,8,7,0,5,19,4,0,4,6,3,0,1,SHEIN Ruffle Trim Strap Skater Suspender Dress,12.0,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtwop44201103696,24,2,29,110,4,16,1,4,14,0,3,26,4,0,6,6,2,0,2,Velvet Zip Up Sweatshirt & Leggings,20.0,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtwop44201103383,24,2,36,110,4,16,1,4,14,0,3,26,4,0,6,6,2,0,2,Velvet Zip Up Sweatshirt & Leggings,20.0,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtwop44201202973,0,2,30,110,4,16,1,4,14,0,3,26,4,0,6,6,2,0,6,Velvet Zip Up Jacket & Sweatpants,19.0,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtwop44201202822,23,17,100,110,4,16,1,4,14,0,3,26,4,0,6,6,2,0,6,Velvet Zip Up Bomber Jacket & Sweatpants,19.0,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42201104619,17,9,61,110,9,10,29,8,7,0,9,21,2,0,6,6,3,0,1,Joyfunear Ruched Drawstring Knot Satin Dress,14.0,1,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42200224751,17,9,91,110,9,10,29,8,7,0,9,21,2,0,6,6,3,0,1,Joyfunear Ruched Drawstring Knot Satin Dress,14.0,1,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42200423354,17,16,7,110,9,10,29,8,7,0,9,21,2,0,4,6,5,0,1,Joyfunear Cowl Neck Drawstring Ruched Satin Dress,14.0,1,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42200423944,17,16,9,110,9,10,29,8,7,0,9,21,2,0,4,6,5,0,1,Joyfunear Cowl Neck Drawstring Ruched Satin Dress,14.0,1,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42200423143,17,16,94,110,9,10,29,8,7,0,9,21,2,0,4,6,5,0,1,Joyfunear Cowl Neck Drawstring Ruched Satin Dress,14.0,1,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42200805299,18,9,42,110,11,10,29,8,7,0,9,21,2,0,6,6,5,0,1,Joyfunear Satin Ruched Drawstring Mini Dress,15.0,1,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
